GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000182600.5,58.80617483,0.476852266,0.422968974,1.127393013,0.259576352,0.855316434
ENSG00000183742.8,582.1710354,0.430732537,0.381443977,1.129215726,0.258806841,0.855316434
ENSG00000188732.6,589.5245107,-0.394358191,0.349911283,-1.127023366,0.259732602,0.855316434
ENSG00000201457.1,118.0944689,0.474367287,0.420413709,1.128334489,0.259178683,0.855316434
ENSG00000204397.3,63.46732916,0.469632074,0.416445917,1.127714441,0.259440537,0.855316434
ENSG00000204498.6,428.2267963,-0.403010836,0.356908389,-1.129171654,0.258825429,0.855316434
ENSG00000217716.3,1934.362586,-0.350453771,0.310091456,-1.130162615,0.25840771,0.855316434
ENSG00000228938.3,1963.169325,-0.339047371,0.29987243,-1.130638688,0.258207197,0.855316434
ENSG00000230551.3,3896.979407,0.390911402,0.346213375,1.129105431,0.25885336,0.855316434
ENSG00000233255.1,30.55652346,0.427639271,0.37941438,1.127103488,0.259698729,0.855316434
ENSG00000236365.1,77.6342252,0.480749511,0.42525086,1.130508027,0.258262218,0.855316434
ENSG00000236814.1,9400.951315,-0.327791854,0.289937596,-1.130560016,0.258240325,0.855316434
ENSG00000237452.2,25.15271429,-0.423387792,0.375484587,-1.127577021,0.259498596,0.855316434
ENSG00000243725.2,114.0804595,-0.478008974,0.423833447,-1.127822682,0.259394812,0.855316434
ENSG00000244346.1,27.26617124,0.430690751,0.382169066,1.126963925,0.259757734,0.855316434
ENSG00000246089.3,152.6339893,-0.464258155,0.41153404,-1.12811605,0.259270912,0.855316434
ENSG00000254221.1,587.3333497,0.431939945,0.382739209,1.128548984,0.259088142,0.855316434
ENSG00000259020.2,340.3277523,0.422790124,0.374390631,1.129275384,0.258781682,0.855316434
ENSG00000271860.1,21.55643642,0.408948358,0.362079796,1.129442633,0.258711157,0.855316434
ENSG00000075618.13,6424.03362,-0.323381591,0.287162952,-1.126125738,0.260112301,0.855676209
ENSG00000088812.13,10849.57674,0.325101631,0.288780847,1.125772829,0.260261688,0.855676209
ENSG00000126882.8,5563.03642,-0.324319321,0.287909799,-1.126461558,0.259970203,0.855676209
ENSG00000139370.6,2996.569443,-0.32854647,0.291858207,-1.125705779,0.260290077,0.855676209
ENSG00000152380.5,405.8647058,0.405695743,0.360239669,1.126182868,0.260088123,0.855676209
ENSG00000157152.12,22.79852228,-0.405304951,0.360021584,-1.125779587,0.260258827,0.855676209
ENSG00000197774.8,133.3598052,0.469170658,0.416776855,1.125711881,0.260287493,0.855676209
ENSG00000215712.6,1878.786966,-0.338915077,0.300993159,-1.125989303,0.260170047,0.855676209
ENSG00000254858.5,652.0563785,-0.394377995,0.350161354,-1.126275047,0.260049116,0.855676209
ENSG00000173141.4,3854.548022,-0.328768395,0.292129337,-1.12542067,0.260410816,0.85592286
ENSG00000158828.5,1527.412965,-0.344435722,0.306107812,-1.125210493,0.260499848,0.856065225
ENSG00000024526.12,20524.00216,-0.321821291,0.286149011,-1.124663299,0.260731739,0.856470455
ENSG00000158402.14,5262.960566,-0.328460822,0.292070127,-1.124595746,0.260760377,0.856470455
ENSG00000229186.3,249.657935,0.453780143,0.403431995,1.124799592,0.260673967,0.856470455
ENSG00000182446.9,9159.185965,-0.322146579,0.286511772,-1.124374669,0.260854113,0.856628073
ENSG00000119487.12,16983.05634,-0.332173263,0.295567935,-1.123847428,0.261077757,0.856712181
ENSG00000128309.12,819.9751922,-0.376358905,0.334905922,-1.123775007,0.261108487,0.856712181
ENSG00000142733.10,164.5819088,-0.475461662,0.423039725,-1.123917292,0.261048115,0.856712181
ENSG00000151532.9,3731.363538,0.328651752,0.292404142,1.123964078,0.261028265,0.856712181
ENSG00000225471.2,9245.890145,0.345072003,0.306966395,1.124136091,0.260955297,0.856712181
ENSG00000105058.7,8580.734603,-0.31657344,0.281776157,-1.123492645,0.261228323,0.856805104
ENSG00000272610.1,26.82193048,0.366990008,0.326638681,1.123535054,0.261210321,0.856805104
ENSG00000183496.5,239.0379047,0.451038005,0.401540564,1.123268843,0.261323332,0.856951419
ENSG00000219992.2,22.83884901,0.413124907,0.367819814,1.123171976,0.261364462,0.856951419
ENSG00000150540.9,5258.284873,0.325662473,0.290038062,1.122826677,0.261511113,0.857282142
ENSG00000007038.6,159.6852308,0.462006926,0.411530098,1.122656466,0.261583424,0.857291247
ENSG00000060491.12,3016.470195,-0.331214543,0.295126106,-1.122281412,0.261742807,0.857291247
ENSG00000141560.10,3870.150326,-0.325186756,0.289741938,-1.122332372,0.261721147,0.857291247
ENSG00000173212.4,297.2310412,0.436134378,0.388604814,1.122308223,0.261731411,0.857291247
ENSG00000180479.9,667.340224,0.381946305,0.340241272,1.12257488,0.261618089,0.857291247
ENSG00000239426.3,23.20982877,0.386099098,0.344080506,1.12211849,0.261812063,0.857368116
ENSG00000273306.1,81.08654271,0.478362212,0.42635804,1.121973006,0.261873917,0.857420721
ENSG00000071127.12,22959.28867,-0.312216717,0.278418901,-1.121391959,0.262121057,0.857977351
ENSG00000132204.9,1146.208553,0.365523816,0.325965356,1.121357865,0.262135564,0.857977351
ENSG00000227590.1,206.7733241,-0.444728844,0.396640569,-1.121238921,0.262186177,0.857993037
ENSG00000215033.3,31.09866236,0.431735387,0.385115456,1.121054428,0.262264695,0.858100021
ENSG00000118729.10,40.76675125,0.444999195,0.397142955,1.120501295,0.262500201,0.858106809
ENSG00000135617.3,1408.953156,-0.345423748,0.308339671,-1.120270209,0.262598633,0.858106809
ENSG00000170142.7,19147.93857,-0.323626417,0.288860358,-1.12035594,0.262562113,0.858106809
ENSG00000182272.7,86.88453634,-0.45730706,0.408171552,-1.120379552,0.262552055,0.858106809
ENSG00000185619.13,7008.94045,0.320003738,0.285532742,1.120725194,0.262404855,0.858106809
ENSG00000186162.6,328.4861023,-0.418796184,0.373825429,-1.120298812,0.262586448,0.858106809
ENSG00000222009.4,38.14833496,0.431738617,0.385415994,1.120188639,0.262633384,0.858106809
ENSG00000227544.4,37.12063805,0.450064876,0.40174525,1.120274294,0.262596893,0.858106809
ENSG00000164211.8,20991.82726,0.331539319,0.296085493,1.119741854,0.262823784,0.858281609
ENSG00000226472.3,24.65557772,0.415666443,0.371216787,1.119740427,0.262824392,0.858281609
ENSG00000233237.2,47.70546491,0.443387324,0.395933893,1.119851902,0.262776878,0.858281609
ENSG00000062370.12,951.3595257,0.363433071,0.32479833,1.118949936,0.263161498,0.858524915
ENSG00000113504.15,471.9811248,-0.404431901,0.361370702,-1.119160737,0.263071572,0.858524915
ENSG00000124222.17,2319.278288,0.339431989,0.303261512,1.11927157,0.263024301,0.858524915
ENSG00000131368.3,4034.277071,-0.337807513,0.301996795,-1.118579796,0.263319447,0.858524915
ENSG00000138760.4,11111.69931,0.326893695,0.292052307,1.119298454,0.263012835,0.858524915
ENSG00000228212.1,471.326555,0.397453534,0.355153241,1.119104341,0.263095628,0.858524915
ENSG00000230170.1,224.5375023,0.444525147,0.397320856,1.118806478,0.263222708,0.858524915
ENSG00000244716.2,8629.020653,-0.323369682,0.289112483,-1.118490904,0.263357389,0.858524915
ENSG00000245532.4,31328.67179,0.356693752,0.318806598,1.118840558,0.263208166,0.858524915
ENSG00000259388.1,220.737404,0.449540293,0.401907461,1.118516913,0.263346287,0.858524915
ENSG00000083838.11,365.074471,-0.41019361,0.366849307,-1.118152883,0.263501704,0.858624467
ENSG00000213080.3,3310.835464,-0.362616648,0.32431586,-1.11809718,0.263525491,0.858624467
ENSG00000258682.1,31.54490373,0.428592752,0.38329531,1.118178962,0.263490567,0.858624467
ENSG00000083857.9,9259.458183,0.398972998,0.357105802,1.117240316,0.263891587,0.858641916
ENSG00000116001.11,14517.82947,0.312169793,0.279256462,1.117860588,0.26362654,0.858641916
ENSG00000127952.12,2653.20861,-0.329789793,0.295072035,-1.117658585,0.263712837,0.858641916
ENSG00000128045.5,10601.34438,0.358673769,0.3209483,1.117543757,0.263761901,0.858641916
ENSG00000134297.6,2602.52029,0.345917871,0.309622098,1.117226041,0.263897689,0.858641916
ENSG00000149658.13,12717.65051,-0.313909854,0.280905019,-1.117494644,0.263782888,0.858641916
ENSG00000183495.9,2239.191722,0.383552967,0.343263728,1.117371093,0.263835689,0.858641916
ENSG00000214944.5,51.61966935,0.466514681,0.417539172,1.117295603,0.263867955,0.858641916
ENSG00000011566.10,14278.30613,0.31755311,0.2843981,1.116579575,0.264174129,0.858646166
ENSG00000096696.9,193209.9535,0.309935654,0.277500704,1.116882408,0.264044607,0.858646166
ENSG00000164008.9,841.1858715,-0.364085098,0.326016314,-1.116769565,0.264092865,0.858646166
ENSG00000185379.16,998.7439124,-0.357649928,0.320290847,-1.116641114,0.264147805,0.858646166
ENSG00000228887.2,996.2138185,-0.365048514,0.326829613,-1.116938304,0.264020706,0.858646166
ENSG00000270019.1,46.19252476,0.461992677,0.413696278,1.116743613,0.264103964,0.858646166
ENSG00000163513.13,6267.253408,0.319240602,0.285964477,1.116364541,0.264266125,0.858796111
ENSG00000182347.10,277.4340999,0.450043536,0.403191912,1.116201795,0.264335766,0.858873369
ENSG00000213110.2,88.19295359,0.475411333,0.426017251,1.115943855,0.264446168,0.858933998
ENSG00000260063.1,30.0026277,0.433522764,0.388477517,1.11595329,0.264442129,0.858933998
ENSG00000105197.6,4883.319243,-0.318816041,0.28596461,-1.114879359,0.264902123,0.859052697
ENSG00000108001.9,40.90814995,-0.435642246,0.390530667,-1.115513539,0.26463042,0.859052697
ENSG00000110583.8,4232.376192,-0.333093145,0.298615593,-1.115457977,0.264654217,0.859052697
ENSG00000146038.7,46.98654695,0.459202627,0.4117446,1.115260835,0.264738663,0.859052697
ENSG00000147586.5,1765.223582,-0.351412721,0.315228432,-1.114787519,0.264941486,0.859052697
ENSG00000148411.3,671.3572858,-0.382567513,0.343134423,-1.114920237,0.264884604,0.859052697
ENSG00000167920.4,1092.334834,-0.354651349,0.317952235,-1.115423356,0.264669045,0.859052697
ENSG00000182903.11,2856.81234,0.328992722,0.294884027,1.115668166,0.264564202,0.859052697
ENSG00000201678.1,20.28546592,0.393110217,0.352542125,1.115073035,0.264819126,0.859052697
ENSG00000224839.1,119.8687338,0.468209288,0.419920853,1.114994135,0.264852935,0.859052697
ENSG00000105784.11,153.2982318,0.473658338,0.424952543,1.11461467,0.265015581,0.859065484
ENSG00000266450.1,70.4563294,0.460470185,0.413139192,1.114564277,0.265037186,0.859065484
ENSG00000133317.10,22.04152228,0.398971927,0.358006457,1.114426625,0.265096206,0.859108076
ENSG00000106344.4,9366.553508,-0.31297748,0.280901216,-1.114190547,0.26519745,0.859115521
ENSG00000197045.8,15399.40973,-0.320401683,0.287578456,-1.1141366,0.265220589,0.859115521
ENSG00000251733.1,63.4621814,0.472869737,0.42448164,1.113993381,0.265282026,0.859115521
ENSG00000258944.1,27.51459259,0.412192071,0.369998133,1.114038245,0.26526278,0.859115521
ENSG00000085415.11,9035.012034,-0.320101223,0.287494536,-1.113416717,0.265529499,0.859479427
ENSG00000146909.3,3991.124,-0.320881536,0.288224607,-1.113303752,0.265577995,0.859479427
ENSG00000213067.2,1766.815462,0.345658868,0.310446531,1.113424806,0.265526026,0.859479427
ENSG00000223488.2,34.18966612,0.441864084,0.396863167,1.113391516,0.265540317,0.859479427
ENSG00000235776.2,3251.855856,-0.349823087,0.314250976,-1.113196501,0.265624045,0.859479912
ENSG00000181016.5,39.26572534,0.445914795,0.40071235,1.112805223,0.265792092,0.859496281
ENSG00000223361.5,3198.025023,0.331479029,0.297841806,1.112936542,0.265735684,0.859496281
ENSG00000227934.1,815.1477788,-0.366139858,0.329038399,-1.112757231,0.265812708,0.859496281
ENSG00000258805.1,649.0193336,0.395408853,0.355308712,1.112859998,0.265768563,0.859496281
ENSG00000116991.6,2822.136306,0.325680703,0.292934883,1.111785322,0.266230464,0.859551507
ENSG00000124209.3,5932.790136,0.319920156,0.287844692,1.111433231,0.266381915,0.859551507
ENSG00000124795.10,48618.065,-0.307464582,0.276466688,-1.112121622,0.266085861,0.859551507
ENSG00000130433.3,53.53921945,0.466820016,0.41997628,1.111539005,0.266336411,0.859551507
ENSG00000152217.12,1014.236247,-0.354856703,0.319308269,-1.111329515,0.266426539,0.859551507
ENSG00000167526.9,81460.6775,-0.335802846,0.302067345,-1.111682052,0.266274879,0.859551507
ENSG00000168275.10,2688.912567,-0.332939486,0.299270973,-1.112501768,0.26592247,0.859551507
ENSG00000181227.2,2952.005649,-0.330562735,0.297194893,-1.112275961,0.266019517,0.859551507
ENSG00000184047.11,702.3183297,-0.372955585,0.335498211,-1.111647014,0.26628995,0.859551507
ENSG00000201801.1,150.4610274,-0.467601383,0.420348986,-1.112412302,0.265960917,0.859551507
ENSG00000215105.3,6511.844097,0.314995584,0.283438723,1.111335743,0.26642386,0.859551507
ENSG00000227012.2,249.3382981,0.44556415,0.400907425,1.111389121,0.266400893,0.859551507
ENSG00000245205.3,849.5864354,0.375256743,0.337462108,1.11199668,0.266139578,0.859551507
ENSG00000065243.14,18542.52101,0.316113757,0.28452989,1.11100369,0.266566761,0.859707647
ENSG00000253384.1,78.17845496,0.473720726,0.42635891,1.111084383,0.266532029,0.859707647
ENSG00000104299.10,1426.571155,-0.341641292,0.307612659,-1.110621694,0.266731221,0.86008991
ENSG00000099995.14,5083.141533,-0.316884387,0.285509527,-1.109890762,0.267046102,0.860660629
ENSG00000112562.14,507.7091791,-0.409227716,0.368689043,-1.109953559,0.267019039,0.860660629
ENSG00000238072.1,778.4152043,-0.388030629,0.349568835,-1.110026382,0.266987658,0.860660629
ENSG00000069011.11,160.9926011,-0.468877948,0.422590791,-1.109531865,0.267200806,0.860798561
ENSG00000198862.9,27144.07142,0.329175604,0.29665604,1.109620437,0.267162621,0.860798561
ENSG00000205133.7,2818.651683,0.339312049,0.305860211,1.109369693,0.267270731,0.860798561
ENSG00000261544.1,26.01808491,0.415865641,0.374868203,1.109364938,0.267272781,0.860798561
ENSG00000144407.5,1193.104507,0.384272398,0.346595669,1.108705135,0.267557406,0.860839828
ENSG00000156467.5,9970.40535,-0.313428857,0.282623037,-1.108999679,0.26743032,0.860839828
ENSG00000159840.11,390.5610967,-0.432578987,0.390053471,-1.109024835,0.267419469,0.860839828
ENSG00000164180.9,6653.043619,0.314614431,0.283797107,1.108589282,0.267607404,0.860839828
ENSG00000179222.13,469.1655398,-0.39236918,0.353885147,-1.108747238,0.267539238,0.860839828
ENSG00000189283.5,312.5731676,0.43329686,0.390848928,1.108604449,0.267600858,0.860839828
ENSG00000198298.8,68.84617262,-0.20000536,0.180356021,-1.10894751,0.267452826,0.860839828
ENSG00000137944.12,8574.082976,-0.325286139,0.293584392,-1.107981719,0.267869711,0.861387659
ENSG00000234518.1,7441.377704,-0.321493719,0.290140041,-1.108063946,0.2678342,0.861387659
ENSG00000117906.9,12734.65493,-0.309954857,0.279885984,-1.107432577,0.268106948,0.861854523
ENSG00000186174.8,1196.404908,0.398060307,0.359412349,1.107530969,0.268064431,0.861854523
ENSG00000125676.15,19777.50396,0.307762542,0.278064033,1.10680457,0.268378432,0.861880262
ENSG00000160439.11,1882.062314,0.379908068,0.343239109,1.106832111,0.268366522,0.861880262
ENSG00000166788.5,5401.746236,-0.316689381,0.286079447,-1.106998019,0.268294785,0.861880262
ENSG00000172732.7,1210.77376,-0.345919684,0.312506427,-1.10692022,0.268328423,0.861880262
ENSG00000183648.5,4570.777788,-0.317062004,0.286473711,-1.10677522,0.268391125,0.861880262
ENSG00000249026.2,6864.83277,0.328830945,0.296966873,1.107298405,0.268164934,0.861880262
ENSG00000101126.11,14398.36473,0.312195379,0.282200996,1.106287305,0.268602185,0.862114486
ENSG00000103342.8,22440.15257,-0.323969686,0.292836405,-1.106316291,0.268589643,0.862114486
ENSG00000158169.7,3878.013736,-0.328439883,0.296859593,-1.106381235,0.268561544,0.862114486
ENSG00000102057.5,29.09434204,0.422025043,0.381744923,1.105515799,0.268936152,0.862381426
ENSG00000127249.10,19.73970771,0.390266668,0.353137772,1.105139975,0.269098941,0.862381426
ENSG00000137942.12,29240.20123,0.306864075,0.277670398,1.10513788,0.269099849,0.862381426
ENSG00000139428.7,1617.688964,-0.346197662,0.313199493,-1.10535831,0.269004361,0.862381426
ENSG00000197879.10,7337.498194,-0.323125408,0.292206745,-1.105810914,0.26880837,0.862381426
ENSG00000218358.2,41.77565765,-0.45001601,0.407104449,-1.105406759,0.268983376,0.862381426
ENSG00000247950.2,22.24961691,-0.404505729,0.365979139,-1.105269909,0.269042652,0.862381426
ENSG00000261934.1,477.8119012,0.424073959,0.38366156,1.105333458,0.269015125,0.862381426
ENSG00000267424.1,18.94950844,-0.385897852,0.349010996,-1.105689665,0.268860865,0.862381426
ENSG00000172007.5,3298.464603,0.331599444,0.300181038,1.10466486,0.269304835,0.862531819
ENSG00000235028.2,74.76255455,0.470554772,0.426075885,1.104391937,0.269423157,0.862531819
ENSG00000235527.2,29.59417452,0.429209271,0.388587876,1.10453593,0.269360727,0.862531819
ENSG00000243199.1,15272.1827,-0.309205902,0.279891653,-1.104734272,0.269274748,0.862531819
ENSG00000272476.1,39.34152843,-0.448064811,0.405665689,-1.104517396,0.269368762,0.862531819
ENSG00000272520.1,236.7222206,0.439519973,0.397960213,1.104431949,0.269405808,0.862531819
ENSG00000250950.1,28.50297286,0.413558367,0.374557767,1.104124394,0.269539181,0.862755754
ENSG00000235884.2,88.46363314,-0.470390173,0.42607342,-1.10401201,0.269587928,0.862764305
ENSG00000198740.4,5144.143991,0.325533802,0.294941712,1.103722496,0.269713534,0.863018784
ENSG00000140391.10,9072.961968,-0.332904584,0.301658051,-1.103582625,0.269774232,0.86306552
ENSG00000153165.14,282.5860952,0.420309082,0.380938475,1.103351615,0.2698745,0.863091376
ENSG00000169902.9,702.3587026,-0.367803063,0.333349076,-1.103357081,0.269872127,0.863091376
ENSG00000127580.11,201.5961293,-0.438703722,0.397745084,-1.102977108,0.270037106,0.863126717
ENSG00000168374.6,35451.45682,-0.321326164,0.291293876,-1.103099623,0.269983905,0.863126717
ENSG00000172845.9,46355.25844,0.309448046,0.280576314,1.10290153,0.27006993,0.863126717
ENSG00000229758.2,58.65742771,0.465504675,0.422017549,1.103045776,0.270007287,0.863126717
ENSG00000104731.9,1667.40199,-0.350100929,0.317756135,-1.101791249,0.270552436,0.863418862
ENSG00000106268.11,378.3670942,-0.431018653,0.391255276,-1.101630263,0.270622446,0.863418862
ENSG00000131242.11,21603.64701,-0.340952836,0.309423061,-1.101898594,0.27050576,0.863418862
ENSG00000136448.7,16828.54492,-0.306791157,0.278486701,-1.101636653,0.270619667,0.863418862
ENSG00000143190.17,15221.16092,0.311039872,0.282293568,1.101831241,0.270535046,0.863418862
ENSG00000163283.6,153.7145589,-0.469189888,0.425752661,-1.102024556,0.270450996,0.863418862
ENSG00000170871.7,15460.25472,0.320900033,0.291250888,1.101799327,0.270548923,0.863418862
ENSG00000185928.7,98.31850496,-0.469770398,0.426314372,-1.101934228,0.270490267,0.863418862
ENSG00000239125.1,32.29630473,0.434980899,0.394706944,1.102035082,0.27044642,0.863418862
ENSG00000250568.1,606.0281874,0.374686928,0.339977568,1.10209309,0.270421203,0.863418862
ENSG00000148400.9,1832.081448,0.346329375,0.314454349,1.101366147,0.270737333,0.863438778
ENSG00000187266.9,85.42354549,-0.469530789,0.426343124,-1.101297905,0.270767023,0.863438778
ENSG00000188026.7,777.99399,0.362751605,0.329370315,1.10134881,0.270744875,0.863438778
ENSG00000005001.5,473.2823648,0.3873412,0.352221003,1.099710684,0.271458198,0.863638871
ENSG00000016391.6,720.6433333,-0.364330769,0.332138342,-1.096924753,0.272674287,0.863638871
ENSG00000032219.14,6163.213797,0.311230155,0.283975124,1.095976826,0.273088916,0.863638871
ENSG00000064270.8,975.3627245,0.411050525,0.375100235,1.095841822,0.273148003,0.863638871
ENSG00000065029.10,1187.155927,-0.3491301,0.317786412,-1.098631301,0.271928919,0.863638871
ENSG00000075914.8,3373.973219,-0.318998923,0.290902626,-1.096583168,0.272823649,0.863638871
ENSG00000099904.11,34.89545616,0.437168476,0.399457989,1.094404136,0.273777771,0.863638871
ENSG00000100181.17,8096.388646,0.309428602,0.2818394,1.097889796,0.272252614,0.863638871
ENSG00000100350.10,1371.444698,0.354983219,0.323072345,1.098773153,0.271867025,0.863638871
ENSG00000100368.9,1043.824288,0.401176623,0.366608281,1.094292311,0.273826797,0.863638871
ENSG00000100815.8,21574.40414,0.308804181,0.281227516,1.098058205,0.272179074,0.863638871
ENSG00000101417.7,22.94396486,-0.402620414,0.367641814,-1.095143152,0.273453926,0.863638871
ENSG00000102978.8,9154.74016,-0.317892228,0.289919127,-1.096485877,0.2728662,0.863638871
ENSG00000108773.6,1376.020477,-0.346619138,0.316169513,-1.096307912,0.272944048,0.863638871
ENSG00000112062.6,12641.98759,-0.327537743,0.298129079,-1.098644066,0.271923349,0.863638871
ENSG00000113211.3,41.49904477,0.431908667,0.392754081,1.099692374,0.271466179,0.863638871
ENSG00000113595.10,4153.103542,0.318721366,0.290751822,1.096197313,0.272992435,0.863638871
ENSG00000115268.5,3390.348316,-0.390371685,0.355525746,-1.098012419,0.272199066,0.863638871
ENSG00000121318.2,20.44235059,0.368261772,0.336420608,1.094646891,0.273671364,0.863638871
ENSG00000122882.6,5655.819471,-0.313619711,0.28573404,-1.097593103,0.272382206,0.863638871
ENSG00000125691.8,109989.5842,-0.303154227,0.275833634,-1.099047362,0.271747408,0.863638871
ENSG00000125744.7,1666.802483,-0.3503439,0.318637805,-1.099505127,0.271547799,0.863638871
ENSG00000128607.9,1886.110991,0.339683615,0.309628986,1.097066588,0.272612285,0.863638871
ENSG00000134153.5,4334.090113,-0.318350446,0.29000321,-1.097748005,0.272314541,0.863638871
ENSG00000135917.9,9617.460536,0.307298548,0.280740756,1.094598992,0.273692357,0.863638871
ENSG00000135956.4,4463.43856,0.316437504,0.288482069,1.096905276,0.272682802,0.863638871
ENSG00000136807.7,2524.759412,-0.322970035,0.294906758,-1.095159832,0.27344662,0.863638871
ENSG00000137513.5,5012.610975,-0.328804764,0.299188418,-1.098988946,0.271772888,0.863638871
ENSG00000137764.15,560.3583562,0.377538249,0.343658363,1.098585951,0.271948709,0.863638871
ENSG00000141551.10,5406.290274,-0.318278325,0.289952087,-1.097692824,0.272338644,0.863638871
ENSG00000141664.5,1200.624857,0.351797186,0.321484357,1.094290214,0.273827716,0.863638871
ENSG00000145990.6,341.2537744,0.406916613,0.369684288,1.100713842,0.27102122,0.863638871
ENSG00000152454.3,1637.341626,0.347182612,0.317038004,1.095082002,0.273480713,0.863638871
ENSG00000153157.8,772.5474232,0.361117525,0.329140833,1.097152006,0.272574949,0.863638871
ENSG00000158467.12,2441.211765,0.350409576,0.320059266,1.094827158,0.273592366,0.863638871
ENSG00000160194.13,6007.445649,-0.313333175,0.285019213,-1.099340539,0.271619556,0.863638871
ENSG00000162654.8,104.3679466,0.467193361,0.425736523,1.097376748,0.272476734,0.863638871
ENSG00000162771.6,20.07966575,0.370620885,0.337882762,1.096891959,0.272688624,0.863638871
ENSG00000164889.8,4096.5587,-0.35279487,0.321287193,-1.098067019,0.272175226,0.863638871
ENSG00000165905.12,1918.482101,-0.378210778,0.345187756,-1.095666841,0.273224599,0.863638871
ENSG00000167315.13,3807.632126,-0.316937786,0.288673586,-1.097910585,0.272243535,0.863638871
ENSG00000171953.11,1349.775617,-0.338532654,0.309191556,-1.094896183,0.273562122,0.863638871
ENSG00000172244.4,1407.613442,-0.337334188,0.308251948,-1.09434568,0.273803398,0.863638871
ENSG00000172340.10,3077.393179,-0.319111963,0.291581553,-1.094417531,0.273771899,0.863638871
ENSG00000175707.7,944.9452772,-0.356373824,0.325549366,-1.094684438,0.273654909,0.863638871
ENSG00000180901.6,4548.389855,-0.316689027,0.287782641,-1.100445207,0.271138191,0.863638871
ENSG00000181555.15,15545.67928,0.311740082,0.28350429,1.099595642,0.271508341,0.863638871
ENSG00000185156.4,224.9877737,-0.437670065,0.397835542,-1.100128117,0.271276305,0.863638871
ENSG00000197927.8,354.96555,0.404810688,0.368595879,1.098250715,0.272095026,0.863638871
ENSG00000198231.8,17006.70985,-0.310618941,0.283837214,-1.094355941,0.2737989,0.863638871
ENSG00000201573.1,30.86514502,0.428653353,0.391174724,1.095810457,0.273161731,0.863638871
ENSG00000218596.2,47.61224238,0.454709146,0.413316989,1.100146275,0.271268394,0.863638871
ENSG00000223573.2,3694.319332,0.31901693,0.290233374,1.099173831,0.271692251,0.863638871
ENSG00000228717.1,696.2078383,0.368735907,0.335586574,1.098780272,0.271863919,0.863638871
ENSG00000230295.1,37.56341749,0.438443365,0.398261736,1.100892515,0.27094344,0.863638871
ENSG00000230758.1,665.6023748,0.403499928,0.36822581,1.0957948,0.273168584,0.863638871
ENSG00000233924.1,35.45265646,0.436590385,0.397919948,1.097181449,0.272562081,0.863638871
ENSG00000236542.1,26.85832668,-0.418940881,0.381427679,-1.098349448,0.272051927,0.863638871
ENSG00000237064.1,570.1430354,-0.378119787,0.344387786,-1.097947728,0.272227315,0.863638871
ENSG00000237161.3,2016.251863,0.33173712,0.302088072,1.098147032,0.272140291,0.863638871
ENSG00000251450.1,28.32320402,0.42135563,0.383715903,1.098092696,0.272164014,0.863638871
ENSG00000259758.1,2440.288804,0.325643688,0.297229457,1.095596952,0.273255196,0.863638871
ENSG00000270101.1,553.5081894,0.377454057,0.34434269,1.09615818,0.273009557,0.863638871
ENSG00000270933.1,96.41576567,0.464766817,0.423616083,1.097141577,0.272579508,0.863638871
ENSG00000272760.1,80.4606899,0.468600121,0.426366807,1.099053943,0.271744537,0.863638871
ENSG00000142528.11,2814.279461,-0.320898301,0.293288143,-1.094140042,0.273893563,0.863701073
ENSG00000164466.8,35207.47921,-0.318265663,0.290932916,-1.093948624,0.273977511,0.863820324
ENSG00000182224.7,2350.831615,-0.324113542,0.296309049,-1.093836124,0.274026858,0.863830456
ENSG00000167106.7,3759.827195,0.345376484,0.315815999,1.093600339,0.2741303,0.863865681
ENSG00000244703.3,91.05181108,0.466145346,0.426245371,1.093607996,0.274126941,0.863865681
ENSG00000101442.8,2542.944031,-0.334277297,0.305913333,-1.092718951,0.274517216,0.863898692
ENSG00000136928.4,112.5901292,0.465891971,0.42633052,1.09279526,0.274483703,0.863898692
ENSG00000142207.5,5696.122563,-0.317293827,0.29029615,-1.093000467,0.274393595,0.863898692
ENSG00000143816.7,350.7395768,0.420401348,0.38487169,1.092315592,0.274694409,0.863898692
ENSG00000156469.4,1648.934959,-0.345243522,0.316051448,-1.092364942,0.274672726,0.863898692
ENSG00000162636.11,4077.861221,0.357293933,0.326904951,1.092959685,0.274411501,0.863898692
ENSG00000165525.13,12633.60383,0.305316109,0.279464883,1.092502592,0.274612252,0.863898692
ENSG00000167614.9,78.81188647,-0.466047531,0.426356943,-1.093092392,0.274353236,0.863898692
ENSG00000167615.12,1030.668252,0.406701882,0.37228215,1.092456035,0.274632705,0.863898692
ENSG00000198563.9,2896.675683,0.356731327,0.326334925,1.093144804,0.274330227,0.863898692
ENSG00000230502.1,42.66204611,0.44951295,0.411257431,1.093020857,0.274384643,0.863898692
ENSG00000259192.1,82.26928107,0.465710697,0.426285269,1.092486021,0.274619532,0.863898692
ENSG00000225423.1,931.6701717,0.357540913,0.327390269,1.092093893,0.274791834,0.863958576
ENSG00000270062.1,20.80818258,0.392813448,0.359698761,1.092062276,0.274805729,0.863958576
ENSG00000124920.9,30.84410407,0.379783261,0.347884875,1.091692363,0.274968343,0.864034607
ENSG00000131558.10,11679.25526,-0.316249166,0.289645287,-1.091849861,0.274899099,0.864034607
ENSG00000171806.7,1031.260472,-0.348592645,0.319290738,-1.091771868,0.274933387,0.864034607
