GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000225681.2,3.883437727,-0.968992712,0.485410551,-1.996233312,0.045908533,0.275019196
ENSG00000262514.1,27.35278803,0.832511299,0.417065097,1.996118361,0.045921041,0.275044353
ENSG00000161904.7,6355.298373,0.280204211,0.14038618,1.995952956,0.045939044,0.27505265
ENSG00000189367.10,20.76866169,-1.001486417,0.50175805,-1.995954855,0.045938837,0.27505265
ENSG00000234880.1,13.37353589,1.018269907,0.510210237,1.995784939,0.045957337,0.275058785
ENSG00000259891.1,191.2755445,0.682608663,0.342024459,1.995789029,0.045956891,0.275058785
ENSG00000272016.1,1629.390007,-0.445116358,0.223036077,-1.995714617,0.045964995,0.275058785
ENSG00000085719.7,25063.34254,-0.160933847,0.080642847,-1.995636965,0.045973453,0.275059675
ENSG00000196422.6,3491.450779,0.347834271,0.17431022,1.995489829,0.045989482,0.275105859
ENSG00000138308.5,1.362777027,-1.061268157,0.531903141,-1.99522822,0.046017995,0.275226683
ENSG00000152377.8,7038.581276,-0.614948886,0.308242094,-1.995019167,0.046040789,0.275263553
ENSG00000236983.1,1.811041284,1.058436884,0.53053787,1.995026074,0.046040036,0.275263553
ENSG00000182040.4,4.2658774,-1.014165648,0.508468991,-1.994547684,0.046092234,0.275325569
ENSG00000185515.10,2083.83351,-0.315234686,0.15804425,-1.99459763,0.046086782,0.275325569
ENSG00000188716.5,3.794578779,-1.036294991,0.519497727,-1.994801783,0.046064503,0.275325569
ENSG00000203870.5,1.346445079,-1.047867129,0.525367032,-1.994542986,0.046092747,0.275325569
ENSG00000226149.1,111.7464552,0.463479754,0.232364238,1.99462602,0.046083684,0.275325569
ENSG00000180929.4,32.47946627,-0.543162418,0.272342965,-1.994405904,0.046107714,0.275326548
ENSG00000256039.1,26.79235347,0.841926387,0.4221475,1.994389133,0.046109545,0.275326548
ENSG00000263013.1,140.3569384,0.460130626,0.230726681,1.994267089,0.046122874,0.275356468
ENSG00000272758.1,364.0512961,-0.368873554,0.184984296,-1.994080372,0.046143272,0.275428574
ENSG00000128335.9,13617.65435,0.404433034,0.202827989,1.99397053,0.046155275,0.275450556
ENSG00000110066.10,6504.619538,-0.391745188,0.196485733,-1.993758953,0.046178403,0.275538909
ENSG00000221947.3,429.2061623,-0.670914486,0.336548679,-1.993513948,0.046205198,0.275649102
ENSG00000065150.14,23221.20392,-0.1740193,0.087300052,-1.993347037,0.046223459,0.275708358
ENSG00000124935.3,132.6040276,-0.940243804,0.471738862,-1.993144684,0.046245606,0.275790767
ENSG00000188206.5,1835.809347,0.706523132,0.354509227,1.992961193,0.046265697,0.275811205
ENSG00000225169.1,15.05077623,-0.770005865,0.386349146,-1.993031105,0.046258041,0.275811205
ENSG00000197296.5,2799.629288,-0.245504782,0.123199663,-1.992739078,0.046290026,0.275906557
ENSG00000259155.2,3.087109438,-1.053213749,0.528580704,-1.992531587,0.046312763,0.275992387
ENSG00000164342.8,2405.66944,-0.371710682,0.186567298,-1.992367828,0.046330715,0.276049672
ENSG00000086730.12,2213.36672,0.543669692,0.273010729,1.991385813,0.046438488,0.276124973
ENSG00000107736.15,5187.220599,0.685613012,0.344207402,1.991860166,0.046386403,0.276124973
ENSG00000120322.2,186.2212522,0.663387526,0.33306529,1.991764215,0.046396934,0.276124973
ENSG00000198939.3,488.4238654,-0.48321547,0.242669507,-1.991249232,0.046453494,0.276124973
ENSG00000205622.5,6.91390732,0.93966892,0.471928977,1.991123593,0.046467301,0.276124973
ENSG00000225267.1,72.24252749,-0.712466337,0.357696102,-1.991820244,0.046390784,0.276124973
ENSG00000235857.1,2.075144092,-1.0599397,0.532312658,-1.991197626,0.046459165,0.276124973
ENSG00000236762.1,752.8575773,-0.341077225,0.17125934,-1.991583202,0.046416808,0.276124973
ENSG00000238287.1,25.04300383,-0.694673402,0.348837321,-1.991396448,0.046437319,0.276124973
ENSG00000248385.3,2.669918519,-1.047428772,0.525995268,-1.991327366,0.046444909,0.276124973
ENSG00000258932.1,1.826859513,-1.0568982,0.530798216,-1.991148742,0.046464537,0.276124973
ENSG00000267554.1,17.05997685,0.964464032,0.484259067,1.991628236,0.046411863,0.276124973
ENSG00000268397.1,53.18955507,0.709764673,0.35639888,1.991489626,0.046427085,0.276124973
ENSG00000271869.1,85.76457539,0.705578978,0.354364112,1.991112962,0.04646847,0.276124973
ENSG00000272716.1,9.579750921,0.890832294,0.447361153,1.991304539,0.046447417,0.276124973
ENSG00000134504.8,2588.280432,-0.397775543,0.199815091,-1.990718222,0.046511874,0.276333289
ENSG00000128510.6,89.72504303,1.023036969,0.514012379,1.990296363,0.046558298,0.276544639
ENSG00000165325.9,10.27559881,-0.792795192,0.39834087,-1.990243161,0.046564156,0.276544639
ENSG00000231931.1,8.349990832,-0.825246616,0.414793792,-1.989534638,0.046642223,0.276958589
ENSG00000125414.14,582.1080926,-0.886662402,0.445743984,-1.989174131,0.046681986,0.277095297
ENSG00000232176.1,1809.997435,-0.36078454,0.181373033,-1.989185135,0.046680772,0.277095297
ENSG00000186583.7,11.48063474,0.952855609,0.479043897,1.98907786,0.04669261,0.277108668
ENSG00000272853.1,73.60878925,0.595592072,0.299457653,1.98890249,0.046711967,0.277173857
ENSG00000273203.1,69.66348893,0.755521561,0.379912,1.988675171,0.046737068,0.277273102
ENSG00000166016.4,3667.909598,0.533029852,0.268101275,1.988166051,0.046793328,0.277507406
ENSG00000213197.3,161.820483,0.634783552,0.31927723,1.988189235,0.046790765,0.277507406
ENSG00000147862.10,15857.65112,-0.387074755,0.194725917,-1.987792687,0.046834623,0.277561552
ENSG00000176054.6,250.418707,-0.483332894,0.243152073,-1.987780272,0.046835997,0.277561552
ENSG00000241370.1,23.08295967,0.732050536,0.368273931,1.987788096,0.046835131,0.277561552
ENSG00000267184.1,8.134330603,-0.791408387,0.398105772,-1.987934976,0.046818882,0.277561552
ENSG00000254387.1,127.4101224,-0.478677709,0.240832391,-1.987596882,0.046856291,0.277632123
ENSG00000134758.9,2884.554012,0.255562484,0.128589029,1.987436148,0.046874085,0.277687852
ENSG00000143217.7,19.6059135,1.022435723,0.514565043,1.986990248,0.046923478,0.277881002
ENSG00000271086.1,29.79029171,0.829952968,0.417692123,1.986996933,0.046922737,0.277881002
ENSG00000213385.3,19.74406919,0.687189734,0.345934804,1.986471806,0.04698096,0.278143949
ENSG00000239917.3,10.01482568,-0.76888155,0.387065418,-1.986438246,0.046984683,0.278143949
ENSG00000038358.10,4957.062838,0.239439723,0.120551161,1.986208352,0.047010194,0.278145748
ENSG00000091136.9,35414.73728,0.526808996,0.265231319,1.986224695,0.04700838,0.278145748
ENSG00000269578.1,4.694440991,0.999286172,0.503074237,1.986359267,0.046993446,0.278145748
ENSG00000247853.2,47.3262148,-0.604709872,0.304469156,-1.98611209,0.047020879,0.278159253
ENSG00000266538.1,32.34558139,0.590820605,0.297505599,1.98591424,0.047042847,0.278239488
ENSG00000206028.1,9.739567045,0.937987545,0.472367069,1.985717476,0.047064703,0.278300597
ENSG00000238086.4,21.69837145,0.752826575,0.379129777,1.985669869,0.047069993,0.278300597
ENSG00000077616.6,1915.912159,0.477188073,0.24035171,1.985374155,0.047102859,0.278313649
ENSG00000162076.8,3243.643161,0.233605178,0.117673595,1.985196227,0.047122644,0.278313649
ENSG00000182533.6,31.45569274,-1.042050706,0.524840288,-1.985462491,0.047093039,0.278313649
ENSG00000214896.4,5.448885985,-0.988841557,0.498016768,-1.985558762,0.047082339,0.278313649
ENSG00000241695.1,3.923876193,-1.010482333,0.509000118,-1.985230056,0.047118882,0.278313649
ENSG00000249309.1,11.67514809,0.867543996,0.437002057,1.98521719,0.047120313,0.278313649
ENSG00000240616.1,1451.879928,-0.470761015,0.237166841,-1.984936057,0.047151586,0.27843491
ENSG00000272558.1,1.951547569,-1.037020415,0.522691524,-1.984000825,0.047255748,0.279000228
ENSG00000164749.7,93.42708027,0.676800855,0.341179931,1.983706527,0.047288566,0.279073759
ENSG00000171488.10,3765.410878,-0.333984201,0.168369007,-1.983644184,0.04729552,0.279073759
ENSG00000200550.1,8.219497113,0.759235772,0.382759038,1.983586789,0.047301923,0.279073759
ENSG00000256799.1,50.94577032,-0.553027301,0.278778899,-1.983748779,0.047283853,0.279073759
ENSG00000149516.9,134.4149231,-1.041169373,0.524973859,-1.98327851,0.047336328,0.279226981
ENSG00000229119.3,763.6445601,0.548805823,0.276731096,1.983173668,0.047348034,0.279227556
ENSG00000260174.1,23.86229607,-0.547394248,0.276025879,-1.98312655,0.047353296,0.279227556
ENSG00000176289.4,4.326845378,-1.024448825,0.516646153,-1.982882904,0.047380511,0.279238816
ENSG00000203315.1,3.152251836,1.031967455,0.520424944,1.982932347,0.047374987,0.279238816
ENSG00000224577.1,4.329284439,-1.01614221,0.512436877,-1.982960741,0.047371815,0.279238816
ENSG00000204054.7,9055.717207,0.505344714,0.254871286,1.982744786,0.047395944,0.279249193
ENSG00000273230.1,91.5790928,0.720452165,0.363366263,1.982716169,0.047399143,0.279249193
ENSG00000171564.7,11.16785347,1.051325445,0.530473415,1.981862645,0.047494616,0.279697968
ENSG00000223656.1,4.65803644,-1.033052274,0.521247876,-1.981882943,0.047492343,0.279697968
ENSG00000256975.1,3.242864596,-1.004848143,0.507035912,-1.981808625,0.047500664,0.279697968
ENSG00000224208.1,349.5511137,-0.443303866,0.223700688,-1.981683073,0.047514723,0.279730996
ENSG00000241525.3,1.774172779,1.054633501,0.532276524,1.98136392,0.047550477,0.279891712
ENSG00000138593.4,25783.27519,-0.307709712,0.155314543,-1.981203472,0.04756846,0.279947787
ENSG00000124549.10,712.5080901,0.474807313,0.239677697,1.981024177,0.047588562,0.279989581
ENSG00000267385.1,50.58586537,0.991736558,0.500626921,1.980989266,0.047592477,0.279989581
ENSG00000105875.9,4447.026973,0.424415399,0.214278341,1.980673351,0.047627917,0.280048769
ENSG00000166343.5,141.8161935,0.513179791,0.259091106,1.980692425,0.047625777,0.280048769
ENSG00000259185.1,3.68448486,-1.033911487,0.52197471,-1.980769311,0.04761715,0.280048769
ENSG00000137393.8,11384.62649,0.423306166,0.213731503,1.980551111,0.047641636,0.280079688
ENSG00000146926.6,2.493437651,-0.888993437,0.448969062,-1.980077276,0.047694846,0.280342718
ENSG00000112701.13,20926.34387,-0.184965604,0.093446376,-1.979376958,0.047773581,0.280755658
ENSG00000266935.1,52.85825819,-0.545908774,0.275819378,-1.9792256,0.047790612,0.280805896
ENSG00000250825.1,3.540556562,-1.041888507,0.526446922,-1.97909507,0.047805303,0.280842372
ENSG00000236184.1,24.66631603,0.614223949,0.310385673,1.978905606,0.047826635,0.280917836
ENSG00000148335.10,2991.935179,0.309824776,0.156590373,1.978568479,0.047864611,0.281047049
ENSG00000213411.2,7.766666146,0.906145196,0.457982262,1.978559588,0.047865613,0.281047049
ENSG00000205794.4,10.36300531,-0.877935289,0.443775847,-1.978330493,0.047891435,0.281148798
ENSG00000259781.1,2846.112709,0.275001434,0.139023548,1.97809248,0.047918275,0.281256484
ENSG00000112038.13,1.342578565,-1.046471729,0.52911644,-1.977772093,0.047954423,0.28141876
ENSG00000255400.1,6.468645079,0.997784929,0.504562078,1.977526597,0.047982137,0.281531491
ENSG00000172687.9,877.5039732,0.630375107,0.31880947,1.977278491,0.04801016,0.28164599
ENSG00000117616.13,4932.060247,0.797166537,0.403195172,1.977123221,0.048027704,0.2816973
ENSG00000253793.1,31.45188231,-0.725931033,0.367178806,-1.977050475,0.048035925,0.2816973
ENSG00000170775.2,1881.061048,-0.671437182,0.339649395,-1.976853752,0.048058164,0.281753764
ENSG00000268649.2,11.38533557,0.867325985,0.438749252,1.976814734,0.048062576,0.281753764
ENSG00000265327.1,16.14167882,-1.005987692,0.508943272,-1.976620475,0.048084546,0.281832651
ENSG00000104826.7,17.77639422,0.872578249,0.441548803,1.976176233,0.048134821,0.282077378
ENSG00000184274.3,29.43041538,0.734331258,0.371634917,1.975947967,0.048160671,0.282128976
ENSG00000269318.1,53.38301736,0.529816826,0.268132031,1.975954993,0.048159875,0.282128976
ENSG00000252494.1,3.3712687,1.002728491,0.507559236,1.975589094,0.048201335,0.282317231
ENSG00000228307.1,8.935557157,0.800458716,0.405292121,1.975016722,0.04826625,0.282565007
ENSG00000264292.1,5.876109228,1.03632688,0.524725041,1.974990325,0.048269246,0.282565007
ENSG00000265033.1,35.83615375,0.652188475,0.330217446,1.975027317,0.048265048,0.282565007
ENSG00000118777.6,7894.134559,-0.488054044,0.24716053,-1.974643948,0.048308568,0.282696905
ENSG00000186517.9,4907.143856,0.548590558,0.277817813,1.974641407,0.048308857,0.282696905
ENSG00000237417.1,119.4601031,-0.574882688,0.291162266,-1.974440905,0.048331631,0.282730218
ENSG00000262038.1,11.30329654,0.80319046,0.406780252,1.974507012,0.048324121,0.282730218
ENSG00000221760.1,1.612535015,1.046434639,0.530065212,1.974162076,0.048363317,0.28274292
ENSG00000226953.3,66.04689875,0.519727465,0.263270296,1.974121173,0.048367966,0.28274292
ENSG00000236537.1,2720.118745,-0.350224796,0.177405779,-1.974145364,0.048365216,0.28274292
ENSG00000261252.1,48.40570357,0.598612577,0.303204409,1.974287177,0.048349098,0.28274292
ENSG00000236592.4,7.727128218,-0.91854579,0.465335312,-1.973943878,0.048388125,0.282760897
ENSG00000265053.1,2.230714639,-1.031116996,0.522345085,-1.974014929,0.048380045,0.282760897
ENSG00000244748.2,3.770787849,-0.902342916,0.457185713,-1.973690101,0.048416991,0.282879648
ENSG00000138175.8,4540.909618,-0.361084042,0.18298041,-1.973348086,0.048455918,0.28295726
ENSG00000150403.13,12027.7617,0.266583628,0.135088541,1.97339926,0.048450092,0.28295726
ENSG00000239839.1,705.0439902,-1.043286523,0.528665369,-1.973434584,0.048446071,0.28295726
ENSG00000231684.2,191.0974594,-0.55160963,0.279574293,-1.973034164,0.04849167,0.283066169
ENSG00000263511.1,22.51292588,1.033742595,0.523927555,1.973063996,0.048488272,0.283066169
ENSG00000226435.6,5.823552215,1.039959647,0.527190696,1.972644158,0.048536118,0.28327568
ENSG00000186335.4,113.8411267,-0.88957642,0.450975265,-1.972561445,0.048545549,0.28328078
ENSG00000171634.12,15778.31396,-0.395012971,0.200306809,-1.972039661,0.048605079,0.283471712
ENSG00000224080.1,40.16621163,0.60792442,0.308273306,1.972030691,0.048606103,0.283471712
ENSG00000226491.1,28.30647843,-0.650919093,0.33008495,-1.971974466,0.048612521,0.283471712
ENSG00000259477.1,16.25423767,0.800718188,0.406018449,1.972122671,0.048595605,0.283471712
ENSG00000270804.1,145.1095493,0.402925159,0.204337901,1.971857194,0.048625911,0.283499852
ENSG00000180230.6,36.58287438,-0.833385479,0.422681585,-1.971662613,0.048648134,0.283579475
ENSG00000243449.2,651.0512428,-0.583533895,0.296010646,-1.971327388,0.048686441,0.283752804
ENSG00000127903.12,530.0660548,-0.582057141,0.29530393,-1.971044345,0.048718804,0.283891442
ENSG00000141905.13,5815.179349,-0.591097377,0.299909005,-1.970922404,0.048732752,0.283899759
ENSG00000170776.15,37687.45771,0.370870572,0.188174932,1.970881924,0.048737383,0.283899759
ENSG00000136010.9,5302.239287,0.682066715,0.346155632,1.970404787,0.048791997,0.284167889
ENSG00000263635.1,1.458430318,1.011440884,0.513345907,1.970291124,0.048805015,0.284193706
ENSG00000213424.4,71.94061515,-0.695064355,0.352858574,-1.969810021,0.048860148,0.284464708
ENSG00000234785.1,48.58102304,-0.70675255,0.358813938,-1.969690907,0.048873806,0.284494191
ENSG00000207937.1,3.07475034,1.039506533,0.527809736,1.96947207,0.048898907,0.284590262
ENSG00000122223.8,126.9217344,0.73215467,0.371792091,1.969258322,0.048923435,0.284632931
ENSG00000178460.13,123.6718302,-0.479262931,0.243366297,-1.969306911,0.048917858,0.284632931
ENSG00000163938.12,8009.32702,0.393286528,0.199740403,1.968988358,0.048954428,0.284763203
ENSG00000175879.7,39.63852911,-1.026316389,0.521314239,-1.968709679,0.048986439,0.284899347
ENSG00000171772.11,8.254768618,-1.034194528,0.525369438,-1.968509117,0.049009488,0.284974581
ENSG00000214331.4,861.389965,0.373489041,0.18973789,1.968447318,0.049016592,0.284974581
ENSG00000223970.1,11.37224556,-0.785777524,0.399251001,-1.968129127,0.049053182,0.285137234
ENSG00000165458.9,11744.55556,0.392302543,0.199344913,1.967958638,0.049072797,0.285201171
ENSG00000267927.1,8.958180332,0.873458345,0.443868506,1.967831315,0.04908745,0.285236254
ENSG00000158477.6,5.376453676,1.014051078,0.51538381,1.967564869,0.049118125,0.285364412
ENSG00000177764.6,147.0841939,-0.599811504,0.304880644,-1.967364985,0.049141148,0.285405897
ENSG00000226543.2,57.4031055,-0.64372927,0.32720575,-1.967353173,0.049142509,0.285405897
ENSG00000130598.11,121.8104924,-0.957705748,0.486968904,-1.966667154,0.049221596,0.285714837
ENSG00000212999.1,3.888663448,-1.046863959,0.532300395,-1.966678905,0.04922024,0.285714837
ENSG00000228958.1,11.76191888,-0.856558915,0.435516658,-1.966764986,0.049210311,0.285714837
ENSG00000196312.7,455.3809798,0.321708754,0.163610169,1.96631271,0.0492625,0.285902136
ENSG00000219790.3,1.353969852,-1.045992297,0.532022156,-1.966069053,0.049290635,0.286015279
ENSG00000100583.4,344.5733704,-0.505365926,0.257072325,-1.965851147,0.049315808,0.286061064
ENSG00000178951.4,3377.158434,-0.377064146,0.191804947,-1.965872892,0.049313295,0.286061064
ENSG00000151364.11,718.8068641,-0.582318215,0.296270914,-1.965492355,0.04935728,0.286201329
ENSG00000236663.1,8.222616404,1.039689022,0.528970069,1.965496885,0.049356756,0.286201329
ENSG00000235683.1,19.23097323,0.895711932,0.455804075,1.965124889,0.049399785,0.28639763
ENSG00000235251.2,126.5151301,-0.400294074,0.203719514,-1.964927493,0.04942263,0.286479907
ENSG00000127220.5,2212.075945,-0.405258362,0.206257243,-1.96482003,0.049435071,0.286501855
ENSG00000270742.1,49.21681077,0.632880283,0.322167901,1.964442396,0.04947881,0.286705153
ENSG00000255080.1,23.16044487,0.981135319,0.499503567,1.964220845,0.049504486,0.286753547
ENSG00000270095.1,27.84404678,0.523285456,0.266404103,1.964254494,0.049500586,0.286753547
ENSG00000124217.3,1136.16016,-0.372964761,0.189899642,-1.964009818,0.049528953,0.286845079
ENSG00000262484.1,10.98381901,0.896146351,0.456334728,1.963791701,0.049554253,0.286941401
ENSG00000236977.1,81.50662612,0.763463862,0.388804883,1.963616955,0.04957453,0.287008609
ENSG00000240761.1,20.164177,-0.718308333,0.36586418,-1.963319648,0.049609044,0.287158207
ENSG00000167780.7,29.82754096,0.876605866,0.446529713,1.963152376,0.049628471,0.287220439
ENSG00000177640.11,237.9825016,-0.299185654,0.15242114,-1.962888173,0.049659169,0.287347866
ENSG00000111245.10,23.62361909,-0.881087817,0.448959642,-1.962510068,0.04970313,0.28745455
ENSG00000220586.1,5.397242987,-0.981421849,0.500086155,-1.962505539,0.049703656,0.28745455
ENSG00000227038.2,40.30915962,-0.518620222,0.264257968,-1.962552828,0.049698157,0.28745455
ENSG00000086200.12,4675.852013,-0.268426672,0.136789751,-1.962330287,0.049724043,0.287522223
ENSG00000132122.7,3680.067515,-0.233561631,0.119044183,-1.961974334,0.049765472,0.287711527
ENSG00000127952.12,1795.227354,-0.4030023,0.205428289,-1.961766329,0.049789695,0.287765376
ENSG00000169442.4,1177.072619,0.589373317,0.300433185,1.961745065,0.049792172,0.287765376
ENSG00000257298.1,150.8954644,0.787426405,0.40147991,1.961309609,0.049842917,0.288008365
ENSG00000213018.2,126.32185,0.476353269,0.242890921,1.961181866,0.049857811,0.288044152
ENSG00000100433.11,11.72612959,1.001683458,0.510894292,1.96064719,0.049920194,0.28815311
ENSG00000101115.8,462.4576619,0.621480823,0.316956852,1.960774212,0.049905368,0.28815311
ENSG00000165732.8,22474.90638,0.451475093,0.230253061,1.960777811,0.049904948,0.28815311
ENSG00000178821.8,20.22195012,-0.801102323,0.408586092,-1.960669584,0.049917579,0.28815311
ENSG00000265486.1,11.07895759,1.043565482,0.532198929,1.960856036,0.049895819,0.28815311
ENSG00000204335.3,139.7476707,-0.698163628,0.356151242,-1.960300978,0.049960622,0.288336197
ENSG00000111364.11,2634.876662,0.26138831,0.133401302,1.959413483,0.050064383,0.288884667
ENSG00000224185.1,7.581171456,1.040561032,0.531122091,1.95917483,0.050092316,0.288995472
ENSG00000229423.2,5.828550963,-1.017266711,0.519330848,-1.958802785,0.050135887,0.289196448
ENSG00000138592.9,9428.180971,-0.346493808,0.176899964,-1.958699142,0.050148031,0.289198212
ENSG00000162604.8,3938.945002,0.227781155,0.116294913,1.958651062,0.050153665,0.289198212
ENSG00000144331.14,374.7842416,-0.697360422,0.356066908,-1.958509497,0.050170258,0.289243506
ENSG00000169031.14,6205.115753,0.567316402,0.289715976,1.958181283,0.050208745,0.289324283
ENSG00000227203.2,602.0303499,-0.356690523,0.182155367,-1.958166417,0.050210488,0.289324283
ENSG00000267319.1,154.1011457,-0.386962139,0.197610022,-1.958211108,0.050205246,0.289324283
ENSG00000203999.4,212.0020747,0.559430588,0.285713324,1.958013649,0.050228411,0.289377188
ENSG00000249558.1,12.7349345,-0.747500376,0.381793432,-1.957865992,0.050245739,0.28942665
ENSG00000240733.2,3.705775729,0.976265895,0.498778881,1.957312012,0.050310796,0.289750974
ENSG00000221157.1,2.311253935,1.02672375,0.524679708,1.956858126,0.050364151,0.289974095
ENSG00000228418.2,4.253827919,0.965628062,0.493464622,1.956833418,0.050367057,0.289974095
ENSG00000169271.1,9.389233674,-0.983073873,0.502573147,-1.956081178,0.050455592,0.290106996
ENSG00000182521.5,2.542197964,1.030030973,0.526610743,1.955962706,0.050469548,0.290106996
ENSG00000198547.4,51.17321999,0.927899094,0.474422973,1.955847731,0.050483094,0.290106996
ENSG00000203877.3,6.871543557,-0.933894237,0.477415165,-1.956146987,0.050447841,0.290106996
ENSG00000212163.2,2.186885592,1.033918056,0.528559867,1.956103975,0.050452907,0.290106996
ENSG00000231300.1,2.830391373,0.979155243,0.500565817,1.956096901,0.05045374,0.290106996
ENSG00000235920.1,51.22736501,-0.586770242,0.29997956,-1.956034079,0.05046114,0.290106996
ENSG00000236939.2,7.763863244,0.7587329,0.387821183,1.956398808,0.050418192,0.290106996
ENSG00000251192.3,618.6522841,-0.29722481,0.151931185,-1.956312067,0.050428404,0.290106996
ENSG00000261652.2,102.0399422,-0.584903536,0.298996582,-1.956221479,0.050439069,0.290106996
ENSG00000270016.1,13.56875357,0.750839207,0.383900249,1.955818494,0.050486539,0.290106996
ENSG00000178458.5,59.85173013,-0.436900141,0.223395441,-1.955725416,0.050497509,0.29011967
ENSG00000258552.1,18.14288245,-0.806635437,0.412470212,-1.955621071,0.050509809,0.290139981
ENSG00000135549.10,1814.110297,0.497877924,0.25461935,1.955381337,0.050538077,0.290251997
ENSG00000223282.1,154.5315537,0.670586546,0.343009604,1.955008075,0.050582117,0.290404163
ENSG00000267123.1,17.79979793,-0.90225087,0.461505384,-1.955016997,0.050581064,0.290404163
ENSG00000136378.10,488.0666303,0.5131764,0.262514336,1.954850952,0.050600665,0.290457058
ENSG00000198853.7,11268.08075,0.384248474,0.196568514,1.954781392,0.050608878,0.290457058
ENSG00000111339.6,139.7271978,-0.908886571,0.465009207,-1.954556076,0.05063549,0.290509057
ENSG00000134986.9,1547.649818,-0.590421626,0.302069167,-1.954590838,0.050631384,0.290509057
ENSG00000265936.1,17.45683225,-0.77158245,0.394800666,-1.954359547,0.050658711,0.290591921
ENSG00000253636.1,54.82867911,-0.556792445,0.284908738,-1.954283497,0.050667699,0.290593126
ENSG00000107821.10,2813.197401,0.422735348,0.216336854,1.954060719,0.050694037,0.290667262
ENSG00000224469.1,37.37594464,-0.718289805,0.367594874,-1.954025627,0.050698187,0.290667262
ENSG00000265477.1,20.66263817,0.879356757,0.450042555,1.953941352,0.050708153,0.290674063
ENSG00000228484.1,14.8057232,0.665661085,0.340712623,1.953731799,0.050732944,0.290765818
ENSG00000254522.1,6.306431254,0.939651756,0.480999049,1.953541818,0.050755427,0.290844324
ENSG00000066382.12,1063.277189,-0.436902163,0.223662659,-1.953397879,0.050772467,0.290847246
ENSG00000204429.4,28.5131596,-0.655671496,0.335658421,-1.953389084,0.050773509,0.290847246
ENSG00000146112.7,8226.431726,0.336984022,0.172563049,1.952816804,0.050841307,0.291185228
ENSG00000007516.9,248.8614898,0.527660703,0.270247081,1.952512127,0.050877433,0.291341728
ENSG00000231504.1,24.33455961,-0.689922724,0.353415387,-1.952158136,0.050919433,0.291531806
ENSG00000183784.5,114.8302012,-0.795556732,0.40756962,-1.951952975,0.050943788,0.291546179
ENSG00000232028.1,3.140412182,1.008633604,0.516710871,1.952027061,0.050934992,0.291546179
ENSG00000251254.1,44.4103183,-0.539204703,0.276244026,-1.951914435,0.050948364,0.291546179
ENSG00000102445.14,403.9821434,0.440035039,0.225527716,1.951135082,0.051040979,0.292005265
ENSG00000188269.4,397.5103473,-0.873981078,0.447959638,-1.951026395,0.051053906,0.292005265
ENSG00000198237.7,53.57893395,0.627816657,0.321798042,1.950964816,0.051061231,0.292005265
ENSG00000255121.2,120.7488672,-0.518030768,0.265528451,-1.950942605,0.051063874,0.292005265
ENSG00000205534.5,446.5935004,0.504479583,0.258597411,1.950829982,0.051077274,0.292031447
ENSG00000253882.2,44.93065787,-0.729432298,0.37394645,-1.950633031,0.051100715,0.292115018
ENSG00000258929.2,28.636803,0.731134128,0.374937648,1.950015241,0.051174302,0.292468189
ENSG00000260626.1,1.433355214,1.033633747,0.530077818,1.949966047,0.051180166,0.292468189
ENSG00000154370.9,2593.079647,0.334753683,0.171681571,1.949852166,0.051193742,0.292495276
ENSG00000228031.2,3.539259351,0.959260637,0.492004,1.94970089,0.05121178,0.292547847
ENSG00000004779.5,5141.497338,-0.297152007,0.152429522,-1.94943869,0.051243058,0.292676016
ENSG00000157895.7,1861.332034,-0.240486091,0.123371396,-1.949285637,0.051261323,0.292729831
ENSG00000202273.1,2.705378574,1.036863437,0.53209559,1.948641291,0.051338277,0.293074344
ENSG00000250896.1,918.6266961,-0.27731448,0.142312373,-1.948632246,0.051339358,0.293074344
ENSG00000137672.8,146.9494876,-0.883839896,0.453597483,-1.948511463,0.051353795,0.293092411
ENSG00000211553.1,35.36081294,0.689724694,0.353998414,1.948383569,0.051369084,0.293092411
ENSG00000261759.1,6.744122691,-0.939348143,0.482103558,-1.948436448,0.051362762,0.293092411
ENSG00000238261.5,14.30904363,-0.792749848,0.406904285,-1.948246497,0.051385476,0.29313541
ENSG00000228941.1,54.01689969,-0.59140631,0.303582344,-1.948091918,0.051403966,0.293190366
ENSG00000196505.6,6410.833152,-0.248831511,0.127736545,-1.948005651,0.051414287,0.293198718
ENSG00000130772.9,1315.423103,-0.277355817,0.142385647,-1.947919772,0.051424564,0.293203981
ENSG00000138379.4,43.05411148,-0.814472644,0.418158398,-1.94776106,0.05144356,0.293203981
ENSG00000179467.1,2.471684458,1.008781589,0.517923119,1.947743888,0.051445616,0.293203981
ENSG00000207726.1,1.903515229,1.034407061,0.531091047,1.947701938,0.051450638,0.293203981
ENSG00000232610.1,12.41336659,-0.91404236,0.469347631,-1.947474113,0.05147792,0.293258488
ENSG00000236095.1,14.56596747,0.776807309,0.398874838,1.947496392,0.051475252,0.293258488
ENSG00000204516.5,648.4372091,0.526151081,0.270251578,1.946893647,0.051547486,0.293553757
ENSG00000240265.1,12.09234332,0.824010854,0.423236401,1.946928127,0.051543352,0.293553757
ENSG00000252695.1,1.544184039,1.030446048,0.52931781,1.946743579,0.051565484,0.293605743
ENSG00000152822.9,75.72480367,-0.779889843,0.400675929,-1.946435478,0.051602451,0.293719999
ENSG00000272140.2,69.59192754,0.475038498,0.244056493,1.94642844,0.051603296,0.293719999
