GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000254966.1,141.5186234,0.596839636,0.270602863,2.205592464,0.027412547,0.120895601
ENSG00000173334.3,4701.586743,-0.39560889,0.179390086,-2.205299625,0.027433076,0.12093705
ENSG00000201342.1,30.53314431,0.688712247,0.31229655,2.205314939,0.027432002,0.12093705
ENSG00000204271.6,902.8635934,0.332742845,0.150877844,2.205379117,0.027427502,0.12093705
ENSG00000109062.5,3769.413733,-0.598403094,0.271390717,-2.204950489,0.027457569,0.121028657
ENSG00000253696.2,162.6409847,0.760692712,0.345017232,2.204796289,0.027468393,0.121059995
ENSG00000162706.8,22713.78888,-0.379489802,0.172127631,-2.204700085,0.027475147,0.121073394
ENSG00000183850.9,336.1065796,-0.322976982,0.146502048,-2.204590223,0.027482862,0.121078812
ENSG00000234828.3,10.46111487,-0.819313392,0.371642029,-2.204576793,0.027483806,0.121078812
ENSG00000119638.8,10477.8993,0.250038311,0.113422255,2.204490751,0.02748985,0.121089073
ENSG00000225419.1,48.92830396,-0.580106851,0.26316577,-2.204340063,0.027500437,0.12110298
ENSG00000263072.1,1410.062172,0.496910926,0.225421162,2.204366803,0.027498558,0.12110298
ENSG00000270030.1,15.08622284,-1.013987314,0.460020817,-2.204220497,0.027508841,0.121123623
ENSG00000214760.2,11.10329599,-0.873080551,0.396203324,-2.203617434,0.02755126,0.121294013
ENSG00000130429.8,1175.54879,-0.624361412,0.283363015,-2.20339769,0.027566731,0.121320338
ENSG00000236699.4,7.065931337,-1.077633536,0.489083369,-2.203373911,0.027568405,0.121320338
ENSG00000238249.1,4.704226534,1.042212059,0.473000124,2.203407583,0.027566034,0.121320338
ENSG00000184389.8,6.875755934,1.028597543,0.466869819,2.203178487,0.027582171,0.121364531
ENSG00000122870.7,1399.982069,-0.573671949,0.260478008,-2.202381509,0.027638371,0.121522124
ENSG00000141655.11,170.9218377,-0.528347439,0.239885443,-2.202498964,0.027630082,0.121522124
ENSG00000156411.5,9405.263327,0.282708982,0.128351612,2.202613417,0.027622007,0.121522124
ENSG00000234706.1,2.122439248,-1.089913487,0.494840224,-2.202556369,0.027626032,0.121522124
ENSG00000248452.2,2.212074335,-1.089194925,0.49455956,-2.202353391,0.027640355,0.121522124
ENSG00000256987.1,1.947102444,-1.093142029,0.496337083,-2.202418609,0.027635753,0.121522124
ENSG00000083896.8,23737.40911,0.202977195,0.092173174,2.202128728,0.027656217,0.121562462
ENSG00000094963.9,1290.836846,-0.921654773,0.418531096,-2.202117792,0.027656989,0.121562462
ENSG00000070193.4,217.6439667,-0.797798507,0.362368481,-2.201622241,0.027692004,0.121693588
ENSG00000176973.7,176.9487048,-0.466183551,0.211748586,-2.201589918,0.027694289,0.121693588
ENSG00000197291.4,363.2948828,-0.836899994,0.380155237,-2.201469064,0.027702834,0.121714731
ENSG00000232284.3,88.30926052,0.477168936,0.216786265,2.201103169,0.027728721,0.121812047
ENSG00000261033.1,71.27178382,0.657462316,0.298719387,2.200936212,0.02774054,0.121847546
ENSG00000054690.9,5292.228753,0.539118272,0.244957889,2.200861028,0.027745864,0.12185451
ENSG00000152818.14,11708.76016,-0.614153757,0.279076583,-2.200663883,0.027759827,0.121899412
ENSG00000212864.2,276.3941648,-0.432944834,0.196741826,-2.200573421,0.027766237,0.121911134
ENSG00000075624.9,123474.5383,-0.329104871,0.149566166,-2.200396515,0.027778775,0.121916917
ENSG00000109205.12,4.249532504,-0.964017179,0.438094424,-2.200478082,0.027772993,0.121916917
ENSG00000254033.1,225.9724308,-0.825571789,0.375188583,-2.200418209,0.027777237,0.121916917
ENSG00000103034.10,107528.7499,0.267284983,0.121499354,2.19988809,0.027814836,0.121923933
ENSG00000109066.9,957.9107396,-0.523683947,0.238031905,-2.200057786,0.027802795,0.121923933
ENSG00000111644.3,103.6779787,-0.582715666,0.264893651,-2.19980986,0.027820388,0.121923933
ENSG00000123159.11,11347.12181,0.197217653,0.089652785,2.199793935,0.027821518,0.121923933
ENSG00000134419.11,10450.77473,0.320250163,0.145573114,2.199926585,0.027812104,0.121923933
ENSG00000145198.10,199.4975432,0.346211442,0.157357279,2.200161594,0.027795432,0.121923933
ENSG00000167525.9,476.9699479,0.615281852,0.279681258,2.19993952,0.027811186,0.121923933
ENSG00000172954.9,5579.96647,-0.281004041,0.127739777,-2.199816272,0.027819933,0.121923933
ENSG00000211851.1,75.46229214,0.627245087,0.285099493,2.200091903,0.027800375,0.121923933
ENSG00000235859.4,1227.076986,0.200199925,0.090987474,2.200302049,0.027785472,0.121923933
ENSG00000243660.5,2803.17685,0.466091278,0.211875548,2.199835153,0.027818593,0.121923933
ENSG00000162337.7,2271.881878,-0.53847625,0.244828496,-2.199401864,0.02784936,0.12202954
ENSG00000184348.2,514.1810569,0.422863987,0.192293004,2.1990607,0.027873606,0.122119365
ENSG00000197323.6,15652.90899,-0.218531318,0.099401314,-2.198475131,0.027915265,0.122285442
ENSG00000235316.1,162.5313983,0.510027149,0.232066953,2.197758635,0.027966311,0.122492591
ENSG00000187953.6,2056.003879,0.442144399,0.201186944,2.197679385,0.027971962,0.122500881
ENSG00000170396.6,1373.523786,-0.51427915,0.234022719,-2.197560782,0.027980421,0.122521466
ENSG00000136160.10,13617.45863,-0.511439155,0.232739937,-2.19747054,0.027986858,0.122533194
ENSG00000158373.7,19846.79819,0.499241898,0.227209825,2.197272493,0.028000991,0.122578606
ENSG00000272620.1,23.01729154,-0.871333718,0.396572152,-2.19716315,0.028008796,0.122596311
ENSG00000107201.5,1531.822889,-0.483391658,0.220044516,-2.196790298,0.028035426,0.122696396
ENSG00000260911.1,26.10448691,0.810540478,0.3690217,2.196457495,0.028059214,0.122784018
ENSG00000179133.7,23.41430775,0.755522236,0.343987192,2.196367346,0.028065661,0.122795743
ENSG00000172508.6,62.1110744,-0.643068475,0.292794922,-2.196310203,0.028069748,0.122797142
ENSG00000066583.7,3232.316078,-0.239767572,0.109173988,-2.196196876,0.028077855,0.122807075
ENSG00000119812.14,3668.018739,-0.403896752,0.183909341,-2.196173132,0.028079554,0.122807075
ENSG00000164124.6,402.1294261,-0.584037526,0.265947689,-2.196061675,0.028087529,0.122815562
ENSG00000226516.3,777.0642976,0.668333929,0.304335856,2.196040709,0.02808903,0.122815562
ENSG00000248124.3,2691.534585,0.418499914,0.190581669,2.195908539,0.02809849,0.12284045
ENSG00000070190.8,43.75670611,-0.837359141,0.381410798,-2.195425892,0.028133062,0.12292564
ENSG00000151413.12,2728.70929,0.300778147,0.136997377,2.195502967,0.028127538,0.12292564
ENSG00000184545.6,2899.694216,-0.535881651,0.244084468,-2.195476243,0.028129453,0.12292564
ENSG00000206621.1,83.5697659,-0.608191994,0.277022083,-2.195463943,0.028130335,0.12292564
ENSG00000243414.4,45.52991528,-0.635523523,0.289487864,-2.195337358,0.028139407,0.122936886
ENSG00000207197.1,15.25660036,0.718062175,0.327101903,2.195224695,0.028147484,0.122955693
ENSG00000100065.10,306.7342079,-0.641423042,0.29221589,-2.195031359,0.028161348,0.122982284
ENSG00000198910.8,7868.319159,-0.402443063,0.183346864,-2.194981987,0.02816489,0.122982284
ENSG00000272301.1,267.7998781,0.496738495,0.22629889,2.195054932,0.028159658,0.122982284
ENSG00000151577.8,1.856978387,1.089499875,0.496419531,2.194715974,0.028183978,0.12304915
ENSG00000146856.10,1202.964925,0.560723915,0.255505057,2.194570715,0.028194406,0.123078193
ENSG00000273367.1,16.25609085,0.864703383,0.394069859,2.194289575,0.028214598,0.123149846
ENSG00000137221.10,1983.708463,0.334002372,0.152233037,2.19402029,0.028233951,0.123201321
ENSG00000138395.10,26.92466847,-0.95676211,0.436070923,-2.194051607,0.0282317,0.123201321
ENSG00000101109.7,5685.893047,-0.197405901,0.089978965,-2.193911653,0.028241762,0.123218907
ENSG00000237510.3,9.366909091,-1.093067727,0.4982467,-2.193828333,0.028247753,0.123223288
ENSG00000260114.1,226.7359632,0.451432845,0.205777362,2.193792559,0.028250326,0.123223288
ENSG00000105131.3,41.62933484,-0.639486134,0.291527713,-2.193568936,0.028266414,0.123276963
ENSG00000215417.6,182.7905068,0.773045156,0.352464918,2.193254186,0.02828907,0.12335927
ENSG00000175664.5,8.927946663,-0.879369953,0.40111694,-2.192303206,0.02835762,0.123594701
ENSG00000178234.8,16835.42703,0.397444785,0.181287074,2.192350374,0.028354217,0.123594701
ENSG00000230987.2,16.91272907,-0.717928242,0.327471269,-2.192339635,0.028354992,0.123594701
ENSG00000271993.1,11.13694703,0.927304581,0.422983524,2.1922948,0.028358227,0.123594701
ENSG00000108947.4,525.9334962,-0.603991771,0.275516991,-2.192212421,0.028364172,0.123604084
ENSG00000166707.6,465.851099,0.602319162,0.274768629,2.192095818,0.028372589,0.123624235
ENSG00000119509.8,3314.167779,0.270171826,0.123251792,2.192031626,0.028377223,0.123627902
ENSG00000257698.1,2281.608137,0.287283321,0.131070431,2.191824038,0.028392215,0.123676684
ENSG00000265361.1,2.377703248,-1.075925515,0.490954563,-2.191497131,0.028415837,0.123763045
ENSG00000117791.11,469.9114855,-0.543627095,0.24807974,-2.191340154,0.028427186,0.123795934
ENSG00000230769.1,9.372056346,-0.831775252,0.379594437,-2.191220869,0.028435813,0.12381696
ENSG00000089154.6,13857.65502,0.170130724,0.077660879,2.190687574,0.028474409,0.123968456
ENSG00000266402.2,246.5617162,-0.498803693,0.22770926,-2.190528806,0.028485908,0.124001958
ENSG00000234253.1,24.64388068,0.913053925,0.416900185,2.190101989,0.028516841,0.124087738
ENSG00000258066.1,4.504168082,1.009785488,0.461068352,2.190099327,0.028517034,0.124087738
ENSG00000268552.1,5.448308335,-1.085973207,0.495849228,-2.190127858,0.028514965,0.124087738
ENSG00000261625.1,13.71528132,-1.050107325,0.479513221,-2.189944468,0.028528264,0.124120036
ENSG00000224458.3,13.79631671,-0.755041675,0.344805351,-2.189762057,0.028541498,0.124161039
ENSG00000204584.1,48.07985115,0.721644052,0.329587114,2.189539643,0.02855764,0.124214685
ENSG00000241553.8,3108.852822,-0.332121496,0.151690575,-2.189466926,0.02856292,0.124221072
ENSG00000264248.1,1.903884839,-1.029784396,0.470347859,-2.189410189,0.02856704,0.124222416
ENSG00000243697.1,11.33540267,-0.793337767,0.362367118,-2.18932052,0.028573552,0.12423416
ENSG00000232973.7,73.15595865,-0.729548864,0.333254309,-2.189165583,0.028584807,0.124266521
ENSG00000182934.7,10879.52243,-0.393339729,0.179739347,-2.188389663,0.028641231,0.124478607
ENSG00000233757.2,546.1849147,-0.319097368,0.145811596,-2.188422436,0.028638845,0.124478607
ENSG00000250111.3,5.773296066,0.906960304,0.414498696,2.188089642,0.028663073,0.124556931
ENSG00000230318.2,6.102769219,-0.996863244,0.455674831,-2.187663605,0.028694115,0.124675203
ENSG00000182463.11,1529.339514,-0.355857734,0.162679343,-2.187479529,0.028707536,0.124716893
ENSG00000123338.8,586.7369408,-0.729120496,0.333368211,-2.187132641,0.028732842,0.124761965
ENSG00000230671.2,9.341845569,-0.965156473,0.441291481,-2.187117848,0.028733922,0.124761965
ENSG00000243646.4,1011.215853,-0.388886559,0.177806518,-2.187133314,0.028732793,0.124761965
ENSG00000254221.1,569.0240711,-0.529591345,0.24214567,-2.187077491,0.028736867,0.124761965
ENSG00000262943.3,202.6593606,0.499665699,0.228462991,2.187075012,0.028737048,0.124761965
ENSG00000164284.10,5155.147827,-0.266495949,0.121858426,-2.186930826,0.028747574,0.124791041
ENSG00000228065.6,183.6786134,-0.713846608,0.326501185,-2.186352271,0.028789843,0.124957884
ENSG00000223855.1,52.66883851,0.969756031,0.443657724,2.185820238,0.02882876,0.125076833
ENSG00000233680.4,28.26025584,0.725364001,0.331845311,2.185849785,0.028826597,0.125076833
ENSG00000250722.1,15290.71567,-0.546387358,0.249958944,-2.185908408,0.028822307,0.125076833
ENSG00000105559.7,1578.144424,-0.82128008,0.375789348,-2.185479933,0.028853676,0.125168274
ENSG00000182319.5,269.5196114,-0.658304309,0.301247181,-2.18526297,0.028869571,0.125220563
ENSG00000073921.13,43806.0781,-0.146982792,0.067265045,-2.185128868,0.028879399,0.12523323
ENSG00000170382.7,1940.062128,-0.592664663,0.271227726,-2.185118283,0.028880175,0.12523323
ENSG00000197608.7,4572.190818,0.271515098,0.124266255,2.18494633,0.028892782,0.125271232
ENSG00000112183.10,197.6138883,-0.619392133,0.283534901,-2.18453577,0.028922902,0.125385145
ENSG00000177464.4,52.89951814,-0.824913778,0.377633186,-2.184431374,0.028930565,0.125401688
ENSG00000234807.4,79.80208439,0.559465525,0.256159517,2.184051292,0.028958479,0.125505995
ENSG00000115568.11,2936.574202,-0.317363885,0.145331686,-2.18372121,0.02898274,0.125594443
ENSG00000121058.4,5107.566408,0.183262412,0.083937832,2.183311253,0.029012896,0.125678362
ENSG00000176601.7,284.7615467,0.800629531,0.366704671,2.183308785,0.029013078,0.125678362
ENSG00000177096.4,232.4043262,-0.538817514,0.246790335,-2.183300706,0.029013673,0.125678362
ENSG00000104953.14,563.2778069,0.551014029,0.252394653,2.183144625,0.029025161,0.125711421
ENSG00000178695.4,5361.232694,-0.613421756,0.280990063,-2.183072771,0.029030451,0.125717629
ENSG00000249599.1,7.366919642,-0.991889741,0.454366739,-2.183015736,0.029034651,0.125719114
ENSG00000207468.1,7.258398313,0.937429843,0.429438846,2.182918133,0.029041839,0.125733537
ENSG00000226439.3,10.80131908,-0.798051612,0.365615093,-2.182764412,0.029053164,0.12576586
ENSG00000120555.9,256.9809205,0.507924058,0.232715989,2.182592009,0.029065869,0.125787448
ENSG00000169297.6,7.014785187,0.959493722,0.439605359,2.182625169,0.029063425,0.125787448
ENSG00000168826.11,1612.342595,0.304702698,0.139613535,2.182472487,0.02907468,0.125808875
ENSG00000171757.11,1867.052273,0.279330413,0.128006142,2.182164145,0.02909742,0.125890565
ENSG00000255404.1,5.420142457,1.078378206,0.494260632,2.181800727,0.029124243,0.125973172
ENSG00000257954.1,32.10723383,-0.515676579,0.236348507,-2.18184826,0.029120733,0.125973172
ENSG00000198416.8,35.01647431,0.646163189,0.296177199,2.181677695,0.029133328,0.12599575
ENSG00000233760.1,12.79023277,1.067491246,0.489318323,2.18158854,0.029139913,0.126007511
ENSG00000120451.6,11001.07969,-0.285594732,0.130930298,-2.181273054,0.029163226,0.12606055
ENSG00000168488.14,3604.290801,-0.509957483,0.233786194,-2.181298535,0.029161343,0.12606055
ENSG00000169126.11,205.6453804,-0.642956062,0.294762856,-2.181265549,0.029163781,0.12606055
ENSG00000127445.9,8961.77333,0.181144265,0.083051459,2.181108766,0.029175373,0.126093933
ENSG00000233491.2,2.045070624,-1.051799312,0.482250794,-2.181021419,0.029181832,0.126105131
ENSG00000135114.8,20.87905329,-0.982318052,0.450411505,-2.180934635,0.029188251,0.126116151
ENSG00000165417.7,12842.52397,-0.205537233,0.094249038,-2.180788666,0.029199051,0.126132482
ENSG00000261420.1,93.29486126,0.717915286,0.329201309,2.18077895,0.02919977,0.126132482
ENSG00000214748.2,2.84302689,-1.077436618,0.494080322,-2.180691215,0.029206263,0.126143813
ENSG00000131473.12,19253.58706,-0.28155083,0.129122028,-2.18050192,0.029220277,0.126161518
ENSG00000168612.4,1664.140713,-0.42579728,0.195276946,-2.180479001,0.029221974,0.126161518
ENSG00000226309.1,3.758962441,-1.039575533,0.476761625,-2.18049331,0.029220914,0.126161518
ENSG00000260033.1,11.50148229,-0.827024177,0.379325089,-2.180251714,0.029238808,0.12621748
ENSG00000143748.13,4114.888238,0.308169659,0.141361085,2.180017642,0.029256154,0.126225492
ENSG00000162852.9,16571.41424,0.2565244,0.117670291,2.180026906,0.029255467,0.126225492
ENSG00000175305.12,461.7388925,0.454449771,0.208453022,2.180106414,0.029249574,0.126225492
ENSG00000215866.3,184.735427,0.591435293,0.271295599,2.180040131,0.029254487,0.126225492
ENSG00000273233.1,5.843678643,0.949087671,0.435400849,2.179802069,0.029272136,0.126277734
ENSG00000230258.2,1.708753531,-1.05801188,0.485430955,-2.179531134,0.029292234,0.126347714
ENSG00000151332.14,2457.089905,-0.171212854,0.078562016,-2.179333761,0.029306883,0.126394173
ENSG00000265618.1,7.680153844,-1.021722551,0.468916864,-2.178899137,0.029339162,0.126516645
ENSG00000269985.1,2.356351941,-1.07778905,0.4946639,-2.178831019,0.029344224,0.126521735
ENSG00000215571.4,89.34167401,-0.338220698,0.155245286,-2.178621372,0.029359807,0.126572183
ENSG00000176788.7,13119.17999,-0.293930186,0.134919539,-2.178559079,0.029364439,0.12657541
ENSG00000224474.2,29.47101768,0.931161397,0.427438849,2.17846693,0.029371292,0.126588209
ENSG00000254818.1,9.396290208,-0.930384145,0.427103577,-2.178357182,0.029379455,0.126606652
ENSG00000158850.10,2369.554558,-0.257832757,0.118364215,-2.178299892,0.029383717,0.126608281
ENSG00000008083.9,14405.87383,0.411062986,0.188735702,2.177982126,0.029407368,0.126676695
ENSG00000158156.7,595.4285846,-0.493668495,0.226659033,-2.178022595,0.029404355,0.126676695
ENSG00000116138.8,10239.88206,-0.280631575,0.128865755,-2.177704809,0.029428021,0.126732166
ENSG00000236333.3,233.0230284,0.581183729,0.266878688,2.177707532,0.029427818,0.126732166
ENSG00000211892.2,48.32242826,-0.928196092,0.426311761,-2.177270665,0.029460379,0.12683914
ENSG00000229207.1,4.382461169,-1.068913949,0.490942954,-2.177267115,0.029460643,0.12683914
ENSG00000232046.2,319.4590193,0.611245701,0.280747304,2.177209512,0.029464939,0.126840881
ENSG00000042062.7,167.0128551,-0.806090266,0.370295627,-2.176883025,0.029489296,0.126928971
ENSG00000273240.1,35.74197928,0.602499137,0.276838314,2.176357483,0.02952854,0.127081107
ENSG00000078114.14,26448.10543,-0.23649325,0.108675711,-2.176137119,0.029545009,0.127135197
ENSG00000122420.5,253.8304635,-1.062208352,0.488317411,-2.175241612,0.029612015,0.127406712
ENSG00000141959.12,36446.35774,0.272830226,0.125436084,2.175053756,0.029626088,0.127450439
ENSG00000126091.15,6186.86719,0.286936391,0.131925717,2.174984509,0.029631277,0.12745594
ENSG00000112144.11,15043.09258,-0.374541559,0.172243288,-2.174491459,0.029668246,0.127561998
ENSG00000172380.5,6025.836393,-0.420597975,0.193421673,-2.174513163,0.029666618,0.127561998
ENSG00000200674.1,66.31193922,0.776098407,0.356894187,2.174589655,0.02966088,0.127561998
ENSG00000233197.1,3.132404986,-1.069029607,0.49165345,-2.174355955,0.029678413,0.127561998
ENSG00000251532.1,71.49352884,0.721439721,0.331792032,2.174373253,0.029677115,0.127561998
ENSG00000269560.1,16.56795351,0.958050635,0.440616225,2.174342614,0.029679414,0.127561998
ENSG00000086666.14,18200.29709,0.26316241,0.121046459,2.174061191,0.02970054,0.127619141
ENSG00000237276.4,116.0266718,0.543802169,0.250126073,2.174112291,0.029696703,0.127619141
ENSG00000237456.3,32.57225681,0.77677992,0.357336343,2.173806092,0.029719701,0.127684641
ENSG00000000460.12,1436.894305,0.446580427,0.205456944,2.173596172,0.029735476,0.12772544
ENSG00000260423.1,63.28929196,0.751656958,0.345815904,2.173575445,0.029737034,0.12772544
ENSG00000105877.13,108.7983356,-0.832279393,0.38294871,-2.173344292,0.029754414,0.127783252
ENSG00000233040.2,74.34686645,-0.445256852,0.204900001,-2.173044653,0.029776957,0.127863217
ENSG00000164023.10,795.0273301,-0.696406007,0.320517513,-2.172754929,0.029798767,0.127940018
ENSG00000218175.2,3254.565385,-0.502059258,0.231100948,-2.172467323,0.029820432,0.128016172
ENSG00000254004.2,7029.77613,-0.320862535,0.147714656,-2.172178062,0.029842235,0.1280929
ENSG00000123739.6,11551.82748,-0.212208344,0.097708051,-2.171861391,0.029866119,0.128178542
ENSG00000251455.1,13.1787694,0.81921564,0.377248446,2.171554714,0.029889266,0.128260995
ENSG00000248508.2,1510.952512,0.391348598,0.180262716,2.17099024,0.02993191,0.128427082
ENSG00000259562.2,23.90896854,0.797808147,0.367555481,2.170578833,0.029963024,0.128543659
ENSG00000149527.13,72840.49343,0.449424832,0.207074824,2.170349944,0.029980346,0.128601046
ENSG00000258414.1,2.800349517,1.052552394,0.485015746,2.170140663,0.029996192,0.128652087
ENSG00000068354.11,2470.820292,-0.374014853,0.172376732,-2.169752537,0.030025598,0.128686902
ENSG00000157542.8,1277.628578,-0.401542044,0.185064832,-2.169737168,0.030026763,0.128686902
ENSG00000230665.3,13.29442665,-0.785228325,0.361896603,-2.169758761,0.030025126,0.128686902
ENSG00000237492.1,4.606273529,-1.030170136,0.474775107,-2.169806547,0.030021504,0.128686902
ENSG00000259882.1,105.4752881,0.770997328,0.355344013,2.169720888,0.030027997,0.128686902
ENSG00000261374.1,71.63718979,-0.59279921,0.273182814,-2.169972562,0.030008925,0.128686902
ENSG00000142089.11,8865.273385,-0.668177371,0.307989403,-2.169481694,0.030046133,0.128747698
ENSG00000083454.17,171.3754372,0.549855403,0.253483597,2.169195201,0.030067867,0.128823896
ENSG00000103174.7,788.7300917,0.30361322,0.139995172,2.168740645,0.03010238,0.128954813
ENSG00000137492.3,14249.34867,0.295483539,0.13627636,2.16826703,0.030138375,0.129092048
ENSG00000116147.12,17253.40714,-0.684359995,0.315674659,-2.167928202,0.03016415,0.129154054
ENSG00000173442.7,693.0486182,-0.860105179,0.396741114,-2.167925501,0.030164355,0.129154054
ENSG00000217195.1,21.97059062,0.881357967,0.406545342,2.167920466,0.030164738,0.129154054
ENSG00000234972.4,3.06528116,1.074749109,0.495788768,2.167756066,0.030177251,0.129190659
ENSG00000199226.1,3.120351304,1.036503465,0.478191494,2.167548937,0.030193022,0.129224013
ENSG00000235421.1,19.16665499,0.578710811,0.266994907,2.167497561,0.030196935,0.129224013
ENSG00000273300.1,101.2875101,0.571236543,0.263541647,2.167538034,0.030193853,0.129224013
ENSG00000185262.7,1162.066679,-0.311280317,0.143630697,-2.167226944,0.030217554,0.129295273
ENSG00000271991.1,27.20640906,0.734787005,0.339063743,2.167105802,0.030226788,0.129317807
ENSG00000223262.1,7.228112216,0.992212851,0.457939544,2.166689607,0.03025853,0.129436618
ENSG00000173915.8,6909.25482,0.252772174,0.116672964,2.166501686,0.030272871,0.129476461
ENSG00000233483.2,90.33831208,0.66086008,0.305040952,2.166463476,0.030275788,0.129476461
ENSG00000115042.5,1210.489724,0.295305234,0.136357141,2.165674866,0.030336041,0.129701077
ENSG00000145911.5,5247.209203,0.273365044,0.126228124,2.165642922,0.030338484,0.129701077
ENSG00000165125.13,18.6874422,0.703796232,0.324986044,2.165619859,0.030340248,0.129701077
ENSG00000188004.5,504.266003,0.498666621,0.230270957,2.165564545,0.030344478,0.129702152
ENSG00000108556.7,684.5399583,0.727066209,0.335770481,2.165366673,0.030359616,0.129743136
ENSG00000149577.11,3884.872258,0.232282973,0.10727345,2.165335165,0.030362027,0.129743136
ENSG00000006194.6,6530.944475,0.317350029,0.146582179,2.164997348,0.030387888,0.129832898
ENSG00000182334.1,321.4914231,0.485144138,0.224089531,2.164956729,0.030390999,0.129832898
ENSG00000236739.3,561.8991979,-0.379220867,0.175176212,-2.164796594,0.030403266,0.129868281
ENSG00000155959.6,11730.72971,0.206168313,0.095239794,2.164728666,0.03040847,0.129873494
ENSG00000108691.5,625.2438703,-0.836444051,0.386412903,-2.164637992,0.030415419,0.129886152
ENSG00000110092.3,4149.69915,-0.746928369,0.345089846,-2.164446092,0.03043013,0.129914932
ENSG00000140688.12,8295.007818,0.258048738,0.119221263,2.164452305,0.030429653,0.129914932
ENSG00000245685.2,132.2856735,0.400321602,0.184962564,2.164338518,0.030438379,0.129933131
ENSG00000176533.8,6190.190778,-0.319594385,0.147684319,-2.164037366,0.030461482,0.130014726
ENSG00000143457.6,4417.73117,-0.349011423,0.161292037,-2.16384782,0.030476031,0.130042767
ENSG00000251842.1,2.226447627,1.077367632,0.497890622,2.16386408,0.030474782,0.130042767
ENSG00000116157.5,409.4692784,-0.547734831,0.253164585,-2.163552337,0.030498723,0.130122562
ENSG00000229638.1,39435.91378,0.27656439,0.127841446,2.163339027,0.030515114,0.130175453
ENSG00000268032.3,1723.135052,-0.480547707,0.222138553,-2.163279178,0.030519714,0.13017804
ENSG00000147676.9,671.2165578,-0.363165194,0.167899001,-2.162997943,0.030541338,0.130250838
ENSG00000261208.1,9.964166218,-0.956314759,0.442133801,-2.162953289,0.030544772,0.130250838
ENSG00000204961.5,173.1187568,0.508836941,0.235339616,2.162138912,0.030607471,0.130501126
ENSG00000254469.3,435.3286762,0.30285247,0.140087615,2.16187898,0.030627506,0.130569471
ENSG00000144535.15,6163.827703,0.289303706,0.133852514,2.161361766,0.030667405,0.130688291
ENSG00000167600.9,23.2964558,-0.895080806,0.414125583,-2.161375297,0.030666361,0.130688291
ENSG00000206601.1,4.070071155,1.066185163,0.49328809,2.161384362,0.030665661,0.130688291
ENSG00000188613.5,1108.946022,-0.517574052,0.239480183,-2.161239587,0.030676837,0.130694311
ENSG00000214100.4,15.32186811,-1.074771304,0.497283725,-2.161283892,0.030673416,0.130694311
ENSG00000162490.6,27.9161619,-0.578705767,0.267805967,-2.160914389,0.030701953,0.130784222
ENSG00000117153.11,11255.1597,0.184085419,0.085197986,2.160678059,0.030720217,0.130844922
ENSG00000224430.2,153.4498623,0.502043354,0.232392185,2.160328042,0.030747284,0.130943096
ENSG00000120549.11,9172.569416,-0.418158287,0.193575354,-2.160183511,0.030758466,0.1309565
ENSG00000168994.9,1006.529176,-0.63864061,0.295636071,-2.160225606,0.030755209,0.1309565
ENSG00000007392.12,4203.669827,0.535188833,0.247770823,2.160015562,0.030771465,0.130994733
ENSG00000135245.9,4979.236695,1.065686019,0.493460191,2.159619029,0.030802174,0.131091222
ENSG00000174100.5,1797.650391,-0.2788863,0.129135036,-2.159648605,0.030799883,0.131091222
ENSG00000239617.1,8.523501377,0.891722784,0.412938782,2.159455158,0.030814873,0.131128145
ENSG00000253307.1,39.98856953,0.634284315,0.293755072,2.159228473,0.030832446,0.1311858
ENSG00000141580.11,16050.32021,0.546086458,0.252940111,2.158955556,0.030853615,0.131202236
ENSG00000162576.12,2297.316143,-0.745033413,0.345095549,-2.158919218,0.030856435,0.131202236
ENSG00000243199.1,5320.917065,0.220384368,0.1020747,2.15904986,0.030846299,0.131202236
ENSG00000251340.1,5.474442683,-1.059989244,0.490955519,-2.159033156,0.030847595,0.131202236
ENSG00000255883.1,1166.704472,0.22230851,0.102971341,2.158935768,0.03085515,0.131202236
ENSG00000160201.7,5511.153103,0.361416692,0.16741253,2.158838955,0.030862663,0.131211604
ENSG00000127957.12,2545.628143,0.382336058,0.177115807,2.158678354,0.030875129,0.131213261
ENSG00000169188.4,958.5487877,-0.418716694,0.193961442,-2.158762537,0.030868594,0.131213261
ENSG00000206077.6,713.906199,0.607033556,0.281204027,2.158694389,0.030873884,0.131213261
ENSG00000179168.10,35.70322789,-0.631824675,0.29270453,-2.158574981,0.030883155,0.131230261
ENSG00000214776.5,2423.395189,0.809680394,0.375121989,2.158445563,0.030893206,0.13125586
ENSG00000089050.10,4585.333159,-0.297340296,0.137768619,-2.15825852,0.030907738,0.131286132
ENSG00000100024.10,493.1216047,0.576905373,0.267302364,2.158250167,0.030908387,0.131286132
ENSG00000112659.9,6698.875717,0.279035049,0.129304888,2.157962108,0.030930778,0.131330904
ENSG00000159164.5,20412.13212,-0.319360574,0.147991952,-2.157959064,0.030931015,0.131330904
ENSG00000254028.1,72.9147679,0.78043216,0.361650879,2.157971143,0.030930075,0.131330904
ENSG00000267044.1,1.682910016,1.065786257,0.493927029,2.157780795,0.030944879,0.131372658
ENSG00000213621.3,287.5529847,0.325182105,0.150735023,2.157309544,0.030981554,0.131494105
ENSG00000213846.3,277.2091193,-0.500307159,0.231911513,-2.157319194,0.030980802,0.131494105
