locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
18:9475006-9538114,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.7479,14.467,-0.211216,-0.306899,0.39185,0.999983,no
4:71569463-71673032,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.2594,17.9465,0.234002,0.222536,0.4485,0.999983,no
12:41086243-41466220,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,62.7846,57.2745,-0.132517,-0.131184,0.61575,0.999983,no
2:219246751-219261617,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.71441,20.4463,1.07364,0.931421,0.0007,0.0732061,no
3:149235021-149454501,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,47.7806,40.126,-0.251885,-0.259095,0.3964,0.999983,no
2:178092322-178408564,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.83842,5.92296,-0.207345,-0.121782,0.70985,0.999983,no
2:133066881-133076309,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0191662,0.00724198,-1.4041,0,1,1,no
X:118672111-118699397,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.7997,10.6353,-0.0221342,-0.0302499,0.9326,0.999983,no
1:160085548-160113381,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.83166,5.01058,-0.644341,-0.630846,0.03245,0.742972,no
2:32853098-33046118,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.92945,4.554,-0.114291,-0.112568,0.7395,0.999983,no
19:56732680-56904914,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.77567,2.42035,-0.197619,-0.0714325,0.72805,0.999983,no
11:124617367-124635832,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.13311,0.163345,0.295304,0.0374972,0.7676,0.999983,no
11:118477154-118550399,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.8976,18.4525,0.215005,0.230162,0.3707,0.999983,no
2:119699741-119752236,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.7378,40.4007,1.27127,1.11006,0.00885,0.390856,no
20:52769987-52790512,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0482624,0.0420974,-0.197167,0,1,1,no
11:45115563-45256843,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.80032,5.67468,-0.0315953,-0.0273991,0.94195,0.999983,no
11:45261851-45307870,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.248222,0.0589278,-2.07461,-1.08631,0.00055,0.0617995,no
8:49830248-49834299,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.7282,14.2874,-0.311306,-0.477371,0.2521,0.999983,no
5:149781199-149792492,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,606.524,510.183,-0.249551,-0.318068,0.44285,0.999983,no
7:81328321-81399754,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.87006,5.5119,-0.317773,-0.326351,0.28265,0.999983,no
10:126605711-126849739,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.0482,12.1712,-0.100382,-0.0937711,0.81835,0.999983,no
1:35899090-36032875,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.71558,7.3167,-0.0765806,-0.0561787,0.86045,0.999983,no
8:37641708-37707422,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.9094,18.6453,0.322589,0.496913,0.23215,0.999983,no
7:152142561-152144235,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00133185,0.00446989,1.74681,0,1,1,no
20:50668201-50820847,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.50061,2.88938,-0.276847,-0.247023,0.51785,0.999983,no
14:61201459-61550451,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,22.0802,21.8839,-0.0128799,-0.00947262,0.98025,0.999983,no
14:55033814-55260033,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.0756,14.3587,0.135054,0.120453,0.72335,0.999983,no
1:25226001-25291612,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.792082,1.025,0.371901,0.210831,0.44455,0.999983,no
11:94152894-94232749,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.53841,5.31951,-0.0581775,-0.0501748,0.8791,0.999983,no
11:73357222-73373864,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,162.417,109.762,-0.565322,-0.648848,0.04185,0.804946,no
6:2832565-2842240,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,35.1513,45.5369,0.373458,0.52559,0.2016,0.999983,no
7:99425635-99463718,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0263529,0.0634334,1.26728,0,1,1,no
19:33321414-33360672,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0788854,0.0711867,-0.14815,0,1,1,no
2:32288679-32382706,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.22839,4.60662,-0.182658,-0.261688,0.5238,0.999983,no
14:78708733-80330762,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.29451,1.66818,-0.459908,-0.292492,0.52265,0.999983,no
11:3108345-3187969,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.4119,13.0302,0.323628,0.380969,0.2335,0.999983,no
15:35147731-35262040,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.6766,8.92078,-0.259209,-0.297891,0.3114,0.999983,no
2:211342405-211543831,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.83566,1.70293,-0.108281,-0.0604338,0.80035,0.999983,no
1:57394882-59012474,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00115873,0.00409325,1.8207,0,1,1,no
X:135229558-135293518,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,172.399,191.794,0.153808,0.210168,0.552,0.999983,no
20:55043646-55101198,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,50.2401,48.5332,-0.0498674,-0.0809896,0.83165,0.999983,no
5:161274196-161326975,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.582617,0.0771727,-2.91638,-1.10954,0.00025,0.0337402,yes
19:55434876-55512510,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.333707,0.264853,-0.333389,-0.15948,0.4839,0.999983,no
8:142217264-142318404,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.548,15.2809,-0.355294,-0.292997,0.48285,0.999983,no
12:120941076-121015397,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,37.9987,45.5348,0.261017,0.261373,0.2881,0.999983,no
14:102783713-102829253,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.11532,3.98355,0.354672,0.242178,0.50915,0.999983,no
10:114190057-114206672,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.4669,11.7528,0.167161,0.218051,0.5494,0.999983,no
11:123396343-123498482,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.08668,4.24373,-0.261391,-0.28925,0.42785,0.999983,no
11:494511-507300,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,69.0265,78.9239,0.193313,0.325023,0.43325,0.999983,no
2:206979540-207027652,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,43.6862,40.49,-0.109612,-0.0960003,0.79545,0.999983,no
8:53535015-53658403,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.2964,15.5253,-0.155857,-0.166039,0.55,0.999983,no
9:102741460-102861322,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.19151,6.64877,-0.30104,-0.421497,0.3094,0.999983,no
3:52232101-52248343,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,23.3129,22.9842,-0.020485,-0.0318638,0.93905,0.999983,no
11:102188214-102210134,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.34167,6.6017,0.604586,0.752912,0.02925,0.705308,no
13:42846288-42897396,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.5751,8.07271,-0.389551,-0.660622,0.1061,0.999983,no
1:193065597-193075244,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.24176,6.49068,-0.157971,-0.162251,0.696,0.999983,no
14:62147758-62263146,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.24671,3.65345,0.170282,0.0533343,0.90515,0.999983,no
12:16064105-16190220,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,21.7078,21.3664,-0.0228673,-0.0269017,0.9466,0.999983,no
12:16035324-16056412,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,39.3014,36.6296,-0.101572,-0.15721,0.68635,0.999983,no
10:101542488-101611949,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.75152,0.643793,-1.44394,-1.23518,0.00215,0.158837,no
6:35265594-35289548,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.6489,4.0074,0.597274,0.598599,0.11975,0.999983,no
1:150121372-150136916,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.4603,18.7952,0.191375,0.248287,0.51215,0.999983,no
1:94350760-94374966,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.2056,12.3438,-0.0973535,-0.0863114,0.8245,0.999983,no
6:42531799-42661242,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.481,9.28179,-0.175305,-0.252551,0.52885,0.999983,no
19:48110780-48246391,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.04413,2.99971,-0.749784,-0.710358,0.07765,0.999983,no
1:68939834-69004310,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.273289,0.289289,0.0820823,0.0367556,0.89955,0.999983,no
6:139094656-139114456,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.5149,14.5742,0.108873,0.149115,0.71695,0.999983,no
6:90074354-90121989,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,38.6409,34.6287,-0.15816,-0.186659,0.6463,0.999983,no
6:122720690-122754264,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.5529,7.72673,-0.146555,-0.152099,0.6871,0.999983,no
20:34359895-34538303,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.0166,14.0386,-0.27754,-0.23318,0.33475,0.999983,no
12:57106211-57181574,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.6626,1.52209,-0.127386,-0.013642,0.88395,0.999983,no
11:47260852-47290396,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.2521,14.9567,0.0696153,0.049274,0.87655,0.999983,no
22:50961996-50971009,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,21.108,39.415,0.900957,1.17607,0.0081,0.367819,no
22:50946644-50961901,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.1208,14.0444,0.21252,0.295114,0.42545,0.999983,no
20:43538702-43589127,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.60225,8.30908,-0.0500255,-0.0681248,0.8741,0.999983,no
6:108188959-108281190,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.8308,14.2895,-0.0536449,-0.0401415,0.85555,0.999983,no
1:32573638-32642169,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,18.2703,14.04,-0.379952,-0.518808,0.18365,0.999983,no
10:17256237-17279592,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1252.44,1089.11,-0.201596,-0.22609,0.56825,0.999983,no
20:62289162-62374858,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.419043,1.38262,1.72223,0.626233,0.0242,0.6459,no
10:90639490-90775542,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.80099,9.48896,0.108585,0.022786,0.8564,0.999983,no
6:166822851-167370679,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,22.0532,21.245,-0.0538648,-0.0316138,0.93775,0.999983,no
11:35160416-35253949,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,56.5915,74.5831,0.398263,0.416064,0.18325,0.999983,no
20:49615906-49639666,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.550222,0.531258,-0.0506,-0.0372393,0.91265,0.999983,no
6:161551010-161695093,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.26313,3.04045,0.425964,0.293027,0.39205,0.999983,no
1:160709036-160724611,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.638438,0.994006,0.638708,0.443694,0.2072,0.999983,no
6:26402464-26415444,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.05202,6.48645,0.100013,0.12151,0.7178,0.999983,no
13:24304327-24476794,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.19628,4.50908,-0.204646,-0.155452,0.6151,0.999983,no
14:61654276-62125414,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.2441,12.7968,0.186612,0.177885,0.6066,0.999983,no
1:156776034-156851642,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0423114,0.0971288,1.19885,0,1,1,no
6:137518620-137540586,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,67.6701,73.622,0.121618,0.191192,0.63535,0.999983,no
5:177027100-177037348,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.18384,9.98491,0.120653,0.155305,0.6784,0.999983,no
1:156776034-156851642,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.745566,0.98092,0.395799,0.183518,0.5531,0.999983,no
2:58134785-58468821,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.1924,9.87718,-0.0453194,-0.0387702,0.92965,0.999983,no
1:12227059-12269285,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.1723,24.5055,0.354082,0.536837,0.18905,0.999983,no
12:95611521-95696566,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,20.1203,18.5092,-0.120406,-0.136955,0.61395,0.999983,no
19:42590262-42700737,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.822814,1.25493,0.60897,0.196921,0.16975,0.999983,no
5:710470-919472,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.8169,9.30879,0.251998,0.289157,0.46625,0.999983,no
15:64386321-64438289,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,28.885,26.8958,-0.102939,-0.122096,0.7394,0.999983,no
6:134273307-134373774,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.1536,12.925,-0.02529,-0.00388236,0.98125,0.999983,no
12:27485786-27599558,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.883028,1.12697,0.351913,0.223028,0.45035,0.999983,no
6:136578000-136610989,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,35.7644,35.3468,-0.0169441,-0.0151717,0.9623,0.999983,no
14:69846847-69929105,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,24.9587,24.0759,-0.0519511,-0.058189,0.87705,0.999983,no
8:41510738-41754280,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.955538,1.35692,0.505947,0.296236,0.34255,0.999983,no
4:88720732-88733074,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.262768,0.0356632,-2.88128,-1.36781,0.15845,0.999983,no
6:155054458-155635627,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.82945,5.32214,-0.131354,-0.0428456,0.8982,0.999983,no
17:5185557-5372380,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.4719,24.3841,-0.118523,-0.102728,0.75425,0.999983,no
X:150148981-150159248,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.62114,7.21842,0.124604,0.109387,0.80185,0.999983,no
11:47799638-47870107,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.47725,7.24062,-0.0463948,-0.0509527,0.85325,0.999983,no
6:33540328-33548019,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.81811,4.41552,0.209725,0.259027,0.52435,0.999983,no
9:113431050-113563859,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.036774,0.103092,1.48717,0,1,1,no
2:213446080-214017151,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.76515,2.51236,-0.138312,-0.0909561,0.6914,0.999983,no
17:42422613-42430470,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,71.16,70.3552,-0.016408,-0.0247679,0.9432,0.999983,no
5:137150021-137387650,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.0103,11.0718,-0.232757,-0.210231,0.4605,0.999983,no
3:119013219-119139561,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.4073,11.151,-0.0327846,-0.0214308,0.93015,0.999983,no
15:72084976-72110600,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.19042,0.173477,-2.77866,-1.17993,0.0004,0.0485588,yes
6:49431090-49460820,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.27956,3.5145,0.0998155,0.112458,0.7879,0.999983,no
1:109756539-109780791,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,71.7542,74.0768,0.0459572,0.0749373,0.848,0.999983,no
19:5916149-5978153,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.7572,15.8111,-0.0838483,-0.0805021,0.7628,0.999983,no
14:58765102-58862359,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.54486,6.44939,-0.0211991,-0.0181778,0.9392,0.999983,no
2:3192695-3381653,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.94906,8.48324,-0.0771192,-0.0800643,0.83015,0.999983,no
19:7587511-7626650,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.4141,12.1053,0.0848155,0.0761566,0.76515,0.999983,no
13:21140584-21265503,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.62029,5.7727,-0.197647,-0.167307,0.58765,0.999983,no
16:4932507-5147809,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.4602,7.71437,-0.133144,-0.101481,0.78865,0.999983,no
12:122957416-122985518,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.27861,6.14702,-0.0305578,-0.0379154,0.92005,0.999983,no
7:150904922-150924316,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.9868,19.3144,0.102733,0.12395,0.6934,0.999983,no
7:150929574-150974982,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.2169,13.4723,0.399044,0.481972,0.2317,0.999983,no
1:70034080-70671303,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.297648,0.171842,-0.792523,-0.198383,0.16515,0.999983,no
14:65877309-66210839,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,21.0955,19.2584,-0.13145,-0.135993,0.6898,0.999983,no
4:68478369-68566897,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.434,10.8312,-0.0781375,-0.0524696,0.8364,0.999983,no
11:77926342-78285919,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.8968,11.8853,0.125276,0.104296,0.71515,0.999983,no
17:40610861-40674629,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,21.8163,21.1155,-0.047104,-0.0496892,0.85815,0.999983,no
15:68346516-68549549,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.2861,14.0019,-0.218026,-0.182271,0.6062,0.999983,no
3:27414213-27525911,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.448,10.1456,-0.174242,-0.167628,0.58285,0.999983,no
15:29129628-29410518,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.07647,4.73867,0.623203,0.700792,0.0713,0.998531,no
19:4903091-4962165,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.227216,0.331136,0.543359,0.379955,0.36915,0.999983,no
17:21187983-21218552,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.18307,7.94455,0.145366,0.167863,0.66015,0.999983,no
8:49623347-49647870,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.67534,1.99388,-0.424139,-0.320686,0.43675,0.999983,no
2:85048773-85134132,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1083.88,1265.05,0.222989,0.341499,0.4045,0.999983,no
3:130569438-131100319,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.23194,2.85191,-0.180475,-0.0669,0.86,0.999983,no
8:101170133-101348446,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,24.765,33.1433,0.420418,0.397664,0.0908,0.999983,no
6:143771943-143832827,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.9471,10.1938,-0.102849,-0.0549255,0.87785,0.999983,no
16:75562429-75657198,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,71.2467,71.9153,0.0134765,0.0187603,0.9633,0.999983,no
1:171604556-171621823,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,747.919,453.991,-0.720218,-0.695848,0.09385,0.999983,no
2:217729-278283,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.3237,18.5519,0.373163,0.277129,0.35165,0.999983,no
2:70523106-70529222,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.02848,5.89673,-0.0318788,-0.0410941,0.9196,0.999983,no
10:75757871-75879918,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,29.9306,24.8982,-0.26558,-0.409706,0.30455,0.999983,no
5:59892738-59996017,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.391165,0.349589,-0.162119,-0.0970895,0.78725,0.999983,no
15:64199234-64364232,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.92493,2.11276,0.134324,0.082556,0.7925,0.999983,no
8:59496062-59572403,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.6746,13.5678,0.216812,0.222281,0.36725,0.999983,no
1:244515936-244615436,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.5295,10.7879,0.0349737,0.0458601,0.90195,0.999983,no
4:68424445-68473055,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.204391,0.454922,1.15429,0.726049,0.0807,0.999983,no
17:76849058-76921469,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,122.855,98.3583,-0.320837,-0.503674,0.2225,0.999983,no
4:39289075-39367995,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,21.2183,19.2953,-0.137063,-0.141838,0.58285,0.999983,no
3:99979843-100044095,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.9875,11.8923,-0.0115011,-0.0151808,0.96585,0.999983,no
2:225334866-225450110,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,22.8521,18.6196,-0.295499,-0.363547,0.3,0.999983,no
8:1993154-2113475,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.78144,2.07313,0.218765,0.149399,0.7193,0.999983,no
X:37208527-38548169,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0467922,0.00903796,-2.3722,0,1,1,no
14:100150640-100193638,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.934174,0.566208,-0.722358,-0.427347,0.25695,0.999983,no
1:78028100-78149104,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,20.1065,17.8985,-0.16782,-0.156638,0.524,0.999983,no
8:20002365-20040717,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0160083,0.0089477,-0.839236,0,1,1,no
11:119225924-119252436,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.4575,3.002,-0.203805,-0.180841,0.59175,0.999983,no
3:121902529-122005342,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00624075,0.00686792,0.138155,0,1,1,no
17:40811322-40819024,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.79905,5.56351,-0.059822,-0.0705599,0.8625,0.999983,no
5:172381788-172396774,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.894,12.7044,-0.0213655,-0.0254986,0.9487,0.999983,no
5:180028505-180076624,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.77482,4.39277,0.662737,0.75868,0.03105,0.726143,no
5:6599351-6633404,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.1856,10.4057,0.0308412,0.0378658,0.9172,0.999983,no
1:16573333-16678949,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.3801,10.5026,0.0169385,0.015041,0.97055,0.999983,no
5:153369687-153825410,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,21.9349,19.9126,-0.139544,-0.0720057,0.7187,0.999983,no
19:13875345-13889276,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.32212,7.79269,0.550122,0.385804,0.3122,0.999983,no
12:58156116-58212487,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.28692,3.4579,0.0731605,0.0295456,0.9159,0.999983,no
12:54375292-54449814,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00304516,0.000795031,-1.93743,0,1,1,no
4:178351923-178363657,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.8914,15.3826,-0.217964,-0.232359,0.52515,0.999983,no
4:25162262-25280714,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.41795,5.06941,-0.095929,-0.0902326,0.79585,0.999983,no
4:13570361-13629347,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.89165,8.1997,-0.116879,-0.122643,0.6122,0.999983,no
