locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
9:139743175-139755249,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,38.9142,34.728,-0.164195,-0.238155,0.5836,0.999983,no
9:139942549-139948497,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.121458,0.0819306,-0.567989,-0.339314,0.5069,0.999983,no
2:160568999-160761260,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.433,1.58328,0.143878,0.033616,0.8794,0.999983,no
1:235294497-235507847,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.6182,13.8716,0.0266046,0.016144,0.93825,0.999983,no
1:241695433-241965435,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.04867,4.17571,-0.273884,-0.192413,0.68735,0.999983,no
1:243419319-244014381,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.0386,19.7686,0.0542804,0.0216141,0.90635,0.999983,no
2:220154344-220174370,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.921987,0.298187,-1.62853,-0.95157,0.00035,0.044038,yes
1:210501595-210849638,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.2763,2.45152,0.106983,0.0886015,0.83475,0.999983,no
1:10270862-10441661,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.81585,8.02864,-0.289958,-0.332491,0.2914,0.999983,no
6:1610680-1614127,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,35.3104,30.9472,-0.190284,-0.330927,0.4161,0.999983,no
22:47158517-47571336,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.15656,9.8023,0.265159,0.218025,0.6191,0.999983,no
14:64319682-64805317,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,18.727,18.0033,-0.0568624,-0.0337843,0.83665,0.999983,no
14:67913800-68067004,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.64152,17.7583,0.881159,0.516369,0.0129,0.463747,no
20:50213052-50385173,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.37225,8.11974,-0.0441818,-0.0607936,0.87255,0.999983,no
20:55904814-55919050,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.000138055,0.000209906,0.604504,0,1,1,no
20:54572495-54580528,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0655222,0.0900631,0.458951,0,1,1,no
11:74407473-74442430,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.132655,0.223229,0.750844,0.309303,0.41065,0.999983,no
11:73111531-73309234,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.5567,8.07576,-0.242914,-0.30239,0.35005,0.999983,no
11:73087308-73108519,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.43205,3.92513,0.690567,0.696783,0.08715,0.999983,no
14:88176762-88460009,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.5423,18.4744,0.0746934,0.110245,0.7646,0.999983,no
2:203130438-203168389,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.2819,14.9939,0.287836,0.327389,0.3119,0.999983,no
1:16679069-16763919,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,28.9793,19.799,-0.549596,-0.746687,0.03055,0.720026,no
7:150642048-150675403,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.13465,0.476874,-1.25056,-0.993065,0.02525,0.657202,no
7:148393558-148498128,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.6136,18.1273,-0.113696,-0.16408,0.6892,0.999983,no
5:153369687-153825410,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,34.7847,22.5366,-0.626183,-0.270999,0.25985,0.999983,no
5:156687131-157002783,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.5661,6.33999,-1.20006,-0.926891,0.00895,0.391692,no
6:149539061-149732749,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.0187,16.6277,-0.0335284,-0.0493676,0.90045,0.999983,no
6:149887429-149912884,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,39.7238,38.3557,-0.050562,-0.0841339,0.83735,0.999983,no
2:37311593-37384208,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.723,10.5469,-0.0238856,-0.0197998,0.93975,0.999983,no
17:76783462-76837523,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.0565,7.45635,0.299987,0.231566,0.4084,0.999983,no
7:151832009-152133090,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.0678,10.9294,-0.142949,-0.0567461,0.7232,0.999983,no
1:85464829-85598821,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.74552,2.14307,0.296023,0.306101,0.43575,0.999983,no
2:56179292-56613308,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.13284,0.915426,-0.307423,-0.207849,0.60655,0.999983,no
2:20448451-20551995,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,24.9179,20.6162,-0.273403,-0.247922,0.3305,0.999983,no
10:102729214-102754158,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,39.9269,35.2251,-0.180756,-0.253916,0.55175,0.999983,no
3:52846990-52931612,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.817829,0.850953,0.0572802,0.00970478,0.9102,0.999983,no
3:52811602-52826078,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.128388,0.0717703,-0.839048,-0.343767,0.16745,0.999983,no
4:170650615-170679104,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.3827,9.85424,0.0707422,0.0880787,0.83035,0.999983,no
5:32354455-32444867,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,28.8726,28.5081,-0.0183296,-0.0246642,0.94425,0.999983,no
X:129336684-129402873,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.57044,1.10349,-0.509098,-0.496641,0.221,0.999983,no
4:72897520-73013784,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.550503,0.355448,-0.631111,-0.393748,0.4352,0.999983,no
22:45277041-45405880,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.364503,0.577588,0.66411,0.238195,0.2678,0.999983,no
9:123664670-123691451,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.45763,4.55487,0.890141,1.14325,0.0065,0.324436,no
9:125606834-125667620,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.4244,14.1983,-0.0227959,-0.0260456,0.93525,0.999983,no
17:36886487-36906969,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.70896,2.86383,-0.717461,-0.369896,0.2089,0.999983,no
3:53880606-53899827,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.64628,11.7282,0.617154,0.711828,0.099,0.999983,no
6:111620233-111927481,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.2921,18.8487,0.21029,0.108309,0.70095,0.999983,no
X:2746828-2800859,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.0821,13.6608,0.177166,0.207954,0.55135,0.999983,no
3:98433173-98620533,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.8819,11.1069,-0.213889,-0.197879,0.46635,0.999983,no
18:61314812-61391127,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0,0,0,0,1,1,no
1:179262924-179327815,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.5864,23.7231,-0.1644,-0.200837,0.6111,0.999983,no
12:32943678-33049774,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.1763,16.5206,-0.0561561,-0.0628838,0.8263,0.999983,no
1:76262566-76378923,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.101443,0.0643109,-0.657538,0,1,1,no
13:113760104-113774995,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.02669,1.55058,0.594796,0.451958,0.1341,0.999983,no
10:5807185-5884095,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,108.233,99.6316,-0.119465,-0.192672,0.61065,0.999983,no
6:106534194-106557814,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.14649,2.8592,0.413631,0.289563,0.2371,0.999983,no
6:106632350-106773666,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.2102,11.7264,0.0649434,0.0816229,0.81895,0.999983,no
12:94960899-95044338,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.81948,9.21772,-0.0912376,-0.105906,0.74055,0.999983,no
1:24104894-24114722,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,31.811,32.9719,0.0517132,0.0827062,0.838,0.999983,no
2:42721708-42984087,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.877,11.7518,-0.0152888,-0.0150463,0.96155,0.999983,no
3:179370542-179507189,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.977,2.7831,-0.0971701,-0.0982755,0.7905,0.999983,no
3:182511287-182639726,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.4015,19.7046,0.264703,0.265735,0.37685,0.999983,no
1:183155372-183214035,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.463387,0.34598,-0.421531,-0.348716,0.3377,0.999983,no
7:89964536-90839905,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.8685,12.8664,0.116465,0.0537214,0.7894,0.999983,no
3:127770483-128127485,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,51.512,51.9053,0.0109727,0.0159301,0.9666,0.999983,no
12:79968758-80334448,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,31.8864,27.4461,-0.216341,-0.14587,0.4932,0.999983,no
15:79252288-79383115,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.093156,0.0388448,-1.26193,0,1,1,no
7:44256748-44374176,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.07631,2.69673,-0.18999,-0.167491,0.5831,0.999983,no
1:17066767-17299474,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.79499,3.46179,0.308676,0.178561,0.3693,0.999983,no
16:22308729-22346424,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.9587,13.8915,0.216142,0.211655,0.5056,0.999983,no
1:203595688-203713209,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,20.4612,15.473,-0.403138,-0.50263,0.1361,0.999983,no
1:203764781-203823252,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,28.3543,24.6577,-0.20153,-0.192941,0.5145,0.999983,no
5:96424778-96772921,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.48416,9.8812,0.0591663,0.0492581,0.85685,0.999983,no
1:54317391-54356407,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,22.7932,23.3859,0.0370355,0.0541601,0.8946,0.999983,no
1:54231132-54304533,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.06488,6.51656,-0.116556,-0.141511,0.74205,0.999983,no
3:185764096-186080026,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.64598,1.26927,-0.374951,-0.0951188,0.59035,0.999983,no
16:2961937-3004277,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.1743,23.3014,0.440166,0.542722,0.1246,0.999983,no
16:1401923-1464752,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.71865,5.49932,0.220879,0.0806064,0.58495,0.999983,no
7:139246315-139720125,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.2094,20.0229,0.0598414,0.0245579,0.9327,0.999983,no
7:139723543-139763521,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.93877,8.2402,0.247999,0.253299,0.39735,0.999983,no
10:97365695-97416463,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.7284,16.4407,0.0639045,0.0849121,0.8038,0.999983,no
1:234527058-234614849,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.78882,4.1618,0.577555,0.478853,0.0699,0.995117,no
4:152591655-152682175,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.08958,6.74822,-0.429707,-0.461513,0.1761,0.999983,no
2:70120691-70170077,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.84276,6.34113,0.38891,0.293901,0.2764,0.999983,no
12:96672038-96794338,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.0545,14.5211,-0.144829,-0.14664,0.61835,0.999983,no
9:114393631-114432526,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.24097,4.52266,-0.865643,-0.632593,0.201,0.999983,no
12:8071825-8088871,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,29.4846,39.8616,0.435038,0.426865,0.0957,0.999983,no
10:104162375-104182893,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.78453,0.588871,-0.413878,-0.138537,0.5803,0.999983,no
18:77439800-77514510,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.78555,5.46219,0.190794,0.234149,0.55335,0.999983,no
12:10851682-10875911,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,94.4495,116.209,0.299102,0.387127,0.3421,0.999983,no
12:10771537-10826917,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.0941256,0.123199,0.388327,0.138521,0.51355,0.999983,no
12:861758-1020618,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,35.1505,27.9438,-0.33102,-0.224357,0.2809,0.999983,no
6:50824967-50825375,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.401873,0.205387,-0.968395,-0.604464,0.1345,0.999983,no
10:70480768-70552134,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.1306,16.705,0.142814,0.146256,0.58935,0.999983,no
20:61431978-61445352,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.5321,15.4871,0.305438,0.454258,0.26615,0.999983,no
19:3136190-3163767,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.86531,6.63772,0.448157,0.557872,0.17275,0.999983,no
19:4153597-4173051,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00801414,0.00131991,-2.60211,0,1,1,no
1:27113962-27124889,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.03747,5.7386,-0.0732443,-0.0802194,0.81185,0.999983,no
1:29563027-29653325,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.03034,12.8249,0.50609,0.54383,0.03985,0.79399,no
1:31732416-31769662,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,23.6712,22.4772,-0.0746672,-0.108185,0.78275,0.999983,no
12:130880681-131200826,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.359535,0.556247,0.629593,0.264902,0.3139,0.999983,no
1:103342022-103574052,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.59205,5.14115,0.517284,0.343395,0.1209,0.999983,no
11:32914723-33014862,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.21752,5.27409,-0.45258,-0.441694,0.08175,0.999983,no
6:166778406-166796486,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,40.1893,39.6475,-0.0195842,-0.0285671,0.94495,0.999983,no
3:38080695-38178733,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.2988,17.4059,0.00890546,0.0122129,0.9761,0.999983,no
12:24964294-25113092,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,34.1863,36.5133,0.0950015,0.117913,0.73085,0.999983,no
12:48099867-48231681,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.7587,16.2658,0.596342,0.476009,0.1075,0.999983,no
8:20103675-20161474,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.73444,13.6241,0.484993,0.732569,0.0776,0.999983,no
5:122422942-122529960,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.483288,0.239827,-1.01089,-0.278849,0.09595,0.999983,no
5:137419580-137428054,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00429725,0.00493405,0.199356,0,1,1,no
20:34203813-34208971,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.37519,2.97437,0.324542,0.2479,0.5915,0.999983,no
2:183773842-183903586,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,50.9757,46.5139,-0.132148,-0.170355,0.60945,0.999983,no
12:27863705-27909228,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.9557,16.5055,-0.273854,-0.399458,0.2903,0.999983,no
4:156680143-156728743,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.058,9.10032,-0.281108,-0.407857,0.32325,0.999983,no
12:132195625-132284282,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.50154,9.29451,0.515596,0.583045,0.1281,0.999983,no
3:195590234-195638816,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.9706,5.37425,0.436706,0.409274,0.1514,0.999983,no
12:62860596-62991363,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.7227,12.8983,0.266507,0.240591,0.3356,0.999983,no
16:68670091-68756519,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,36.2303,34.9014,-0.0539102,-0.0475064,0.83095,0.999983,no
X:2959511-3030767,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00268151,0.00342193,0.351765,0,1,1,no
5:56469774-56560506,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,39.4739,36.52,-0.112212,-0.172228,0.6883,0.999983,no
11:75469499-75514460,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.20874,1.79063,-0.302756,-0.307213,0.43525,0.999983,no
19:44830707-44952766,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.55284,1.84726,-0.466721,-0.363942,0.38005,0.999983,no
12:56665482-56727837,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,20.7786,15.0631,-0.464086,-0.39476,0.1702,0.999983,no
15:41795835-41806085,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.137585,0.518427,1.91382,1.43492,0.00045,0.0535522,no
7:43906156-43966010,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,42.5378,40.5826,-0.067885,-0.0637748,0.88085,0.999983,no
20:44994687-45087915,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.4947,12.0947,-0.15801,-0.200853,0.53105,0.999983,no
10:88195012-88281572,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.2341,15.8372,-0.121944,-0.123436,0.6194,0.999983,no
17:57697218-57919616,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,73.0732,98.474,0.430401,0.21142,0.29535,0.999983,no
17:58520519-58603580,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.5547,14.3446,-0.291356,-0.272832,0.2983,0.999983,no
19:50887460-50934570,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.19187,3.88009,0.28169,0.24025,0.3735,0.999983,no
17:27232267-27384234,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.355254,0.103601,-1.77781,-0.233538,0.01,0.414959,no
12:53399941-53458156,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,155.292,158.881,0.0329607,0.0376161,0.91515,0.999983,no
19:49792894-49828482,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.795663,0.941969,0.243522,0.118556,0.7103,0.999983,no
19:48110780-48246391,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.67765,1.06235,-0.659193,-0.16092,0.48875,0.999983,no
19:49118584-49140695,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.56623,4.74968,0.0568274,0.0133855,0.88525,0.999983,no
19:49118584-49140695,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,569.274,632.362,0.151628,0.221054,0.58675,0.999983,no
19:49141198-49184461,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.32559,6.82254,0.109109,0.0767208,0.75955,0.999983,no
19:55964351-55973710,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.6765,17.5879,-0.00724764,-0.00999928,0.98115,0.999983,no
19:56165511-56186081,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,29.4606,31.2964,0.0872121,0.121104,0.75415,0.999983,no
19:56186591-56249768,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.9056,9.3773,-0.217823,-0.30254,0.4332,0.999983,no
19:39881942-39891277,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.2554,11.8688,-0.159397,-0.215239,0.5096,0.999983,no
5:271735-438406,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.540182,0.968633,0.842504,0.20515,0.3293,0.999983,no
22:19136088-19137796,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0119312,0,#NAME?,0,1,1,no
X:152599612-152625568,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.87604,2.6406,-0.123218,-0.168872,0.6665,0.999983,no
X:149861434-149933576,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.88369,5.75297,-0.0324159,-0.0351704,0.91585,0.999983,no
2:241375087-241407493,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.56013,8.17445,0.112712,0.153375,0.6783,0.999983,no
14:78266425-78401355,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.67661,2.85612,0.0936511,0.0784618,0.821,0.999983,no
16:1845620-1934295,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.9721,30.8147,0.19215,0.22341,0.57215,0.999983,no
4:2420700-2734292,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,20.8452,22.4072,0.10425,0.0976562,0.7312,0.999983,no
2:202098165-202152434,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.04365,6.00116,-0.0101792,-0.00894035,0.97395,0.999983,no
4:41361623-41702061,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,44.1776,49.725,0.170655,0.160075,0.5198,0.999983,no
12:27058113-27091259,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.5414,5.40084,-0.276417,-0.281785,0.37425,0.999983,no
12:27124518-27167367,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,29.8406,28.1781,-0.0827061,-0.0854644,0.7162,0.999983,no
17:48067368-48072588,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.111818,0.0886199,-0.335453,-0.216668,0.5623,0.999983,no
11:124492731-124567414,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.93524,2.46742,-0.250475,-0.0684638,0.8263,0.999983,no
11:2316874-2339430,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.272861,0.550693,1.01308,0.369576,0.0302,0.715266,no
20:43285091-43379675,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.83185,4.39231,-1.16248,-1.09502,0.0294,0.705308,no
9:976963-991731,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0112365,0.0025252,-2.15372,0,1,1,no
3:98433173-98620533,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.28638,9.08977,0.133503,0.070703,0.7681,0.999983,no
16:84402132-84500967,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.693513,1.216,0.810152,0.425229,0.13735,0.999983,no
17:47572654-47661189,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.56011,5.49388,-0.460582,-0.490797,0.23035,0.999983,no
11:125820010-125933230,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.48672,3.24989,-0.465271,-0.377395,0.24775,0.999983,no
8:120743014-120845103,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.55467,9.43907,-0.0175619,-0.0176164,0.9429,0.999983,no
7:139246315-139720125,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,18.1872,16.4248,-0.147049,-0.164549,0.64575,0.999983,no
7:128594947-128695198,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.5197,10.9354,-0.0750965,-0.108967,0.7936,0.999983,no
19:19256375-19314233,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.16543,2.41963,0.160132,0.0605589,0.8235,0.999983,no
19:19256375-19314233,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,29.5149,27.695,-0.0918216,-0.0801106,0.86055,0.999983,no
19:19229977-19249322,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.93196,10.1834,0.360473,0.432426,0.21125,0.999983,no
19:19734476-19739739,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.35265,3.05968,0.379094,0.362761,0.27165,0.999983,no
20:44517263-44540794,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,43.2061,40.8987,-0.079181,-0.0316241,0.9373,0.999983,no
19:19101696-19170563,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.5788,17.1025,0.443214,0.426125,0.12195,0.999983,no
5:127419457-127525380,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,21.7575,16.9393,-0.361139,-0.470543,0.1668,0.999983,no
5:122179133-122390362,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.19903,7.87508,0.129491,0.0817559,0.8124,0.999983,no
20:45523262-45817492,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.06883,9.30645,0.205871,0.162448,0.6648,0.999983,no
