locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
1:23832921-23857712,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0123503,0.00494675,-1.31999,0,1,1,no
6:170844204-170862429,AMD Peripheral Retina,Normal Peripheral Retina,OK,102.273,121.163,0.244536,0.55731,0.1809,0.778665,no
X:47420515-47479252,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.29318,2.06622,-1.05505,-0.804415,0.0715,0.525818,no
6:15246526-15522252,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.7147,14.4306,0.42955,0.676965,0.07975,0.549417,no
X:18443702-18690229,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.8527,11.6639,-0.140027,-0.0599901,0.90295,0.999533,no
1:209757061-209787283,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.241589,0.207743,-0.217756,-0.154127,0.6781,0.999533,no
1:1634168-1677431,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.76912,4.71336,0.322527,0.190963,0.535,0.984734,no
1:1682670-1711896,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.60023,13.5097,0.492853,0.565844,0.03495,0.370072,no
6:50786435-50815326,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.41617,2.71805,-0.329808,-0.405055,0.20025,0.805227,no
6:50681540-50740701,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.319522,0.251464,-0.34556,-0.241095,0.5244,0.980745,no
3:38080695-38178733,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0440738,0.0327218,-0.42967,0,1,1,no
7:6201406-6312275,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.36776,5.26269,-0.0285189,-0.0410091,0.893,0.999533,no
7:87563457-87832204,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.87512,4.75876,-0.0348512,-0.0405067,0.8884,0.999533,no
7:105730948-105753022,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.17168,6.61682,-0.304494,-0.515995,0.19615,0.800246,no
17:61509664-61523739,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.36398,7.78778,0.291282,0.436777,0.22405,0.833086,no
17:49039534-49198226,AMD Peripheral Retina,Normal Peripheral Retina,OK,34.131,38.4203,0.170787,0.231386,0.3502,0.923563,no
3:48673901-48700348,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.31121,4.33242,0.387815,0.536527,0.04655,0.428865,no
7:121715700-121784334,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.6236,16.5808,0.283401,0.588714,0.15675,0.74233,no
12:6419601-6437672,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.228299,0.185855,-0.296747,-0.164729,0.5628,0.987708,no
3:42589460-42709072,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.15155,11.4594,0.324439,0.151533,0.8704,0.999533,no
19:4343523-4360083,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.19332,5.01549,0.258297,0.309506,0.37625,0.936361,no
12:16500075-16763528,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.24146,3.7003,-0.75424,-0.4983,0.21205,0.821461,no
12:107385141-107517092,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.7421,14.6338,0.317611,0.555809,0.11275,0.64583,no
19:46498338-46526323,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0746227,0.030749,-1.27908,0,1,1,no
19:13106421-13209610,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.16962,4.28841,-0.741453,-1.02214,0.01055,0.19323,no
8:134467090-134584183,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.36296,9.14735,0.129341,0.150934,0.55815,0.987708,no
16:3096681-3110727,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0403052,0.0440284,0.127467,0,1,1,no
16:3115297-3137101,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.267807,0.0877897,-1.60907,-0.454995,5.00E-05,0.00446402,yes
16:2089815-2185899,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.29687,17.4355,1.25668,0.9056,5.00E-05,0.00446402,yes
22:51007289-51052409,AMD Peripheral Retina,Normal Peripheral Retina,OK,19.3913,18.8791,-0.0386153,-0.0680605,0.87055,0.999533,no
17:38175349-38256978,AMD Peripheral Retina,Normal Peripheral Retina,OK,17.4649,20.4468,0.227421,0.174822,0.448,0.959988,no
8:22545171-22941132,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.00841,7.12391,0.0235821,0.0290493,0.9223,0.999533,no
2:37195525-37311485,AMD Peripheral Retina,Normal Peripheral Retina,OK,14.4507,15.9462,0.142073,0.267534,0.4376,0.95854,no
3:169657140-169716161,AMD Peripheral Retina,Normal Peripheral Retina,OK,120.113,129.579,0.109439,0.158535,0.64945,0.999533,no
8:56979853-56987069,AMD Peripheral Retina,Normal Peripheral Retina,OK,416.642,484.946,0.219016,0.467465,0.2513,0.86514,no
1:115259533-115301297,AMD Peripheral Retina,Normal Peripheral Retina,OK,156.249,175.354,0.166426,0.255996,0.41545,0.950232,no
7:156931606-157062066,AMD Peripheral Retina,Normal Peripheral Retina,OK,26.0958,25.4656,-0.0352658,-0.046223,0.8592,0.999533,no
6:111620233-111927481,AMD Peripheral Retina,Normal Peripheral Retina,OK,52.2603,57.9554,0.149229,0.0879388,0.8014,0.999533,no
X:123093082-124097666,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.39614,4.67816,0.089702,0.017894,0.89895,0.999533,no
1:18957499-19075360,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0182023,0.0196535,0.110661,0,1,1,no
1:11086579-11107290,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.00539031,0.000177742,-4.92251,0,1,1,no
6:150690027-150727105,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0141081,0.00498892,-1.49973,0,1,1,no
1:28052489-28089633,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.80556,8.33848,0.29307,0.449564,0.2192,0.82824,no
1:209929376-209957904,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.291513,0.146475,-0.992908,-0.299447,0.03515,0.371215,no
14:77741298-77797940,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.38919,10.0705,0.101068,0.0919683,0.751,0.999533,no
6:142468366-142545826,AMD Peripheral Retina,Normal Peripheral Retina,OK,21.1264,20.5704,-0.0384757,-0.0628383,0.88145,0.999533,no
7:73007523-73038873,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.271758,0.356515,0.391643,0.211138,0.44595,0.959988,no
7:72854727-72936608,AMD Peripheral Retina,Normal Peripheral Retina,OK,25.1999,23.5631,-0.0968873,-0.216964,0.5899,0.990276,no
6:13615558-13711796,AMD Peripheral Retina,Normal Peripheral Retina,OK,31.6267,33.214,0.0706504,0.114171,0.77395,0.999533,no
6:36322418-36458920,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.438544,0.282353,-0.635222,-0.15347,0.50115,0.97568,no
1:231468479-231490769,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.92035,5.87295,-0.0115961,-0.00860383,0.97495,0.999533,no
1:171750787-171783163,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.29852,6.22799,-0.0162463,-0.020899,0.9435,0.999533,no
12:4671369-4960277,AMD Peripheral Retina,Normal Peripheral Retina,OK,24.5927,35.8502,0.543754,0.4019,0.3639,0.930105,no
17:30593194-30708905,AMD Peripheral Retina,Normal Peripheral Retina,OK,42.3573,45.8829,0.115345,0.147533,0.6622,0.999533,no
3:48636434-48648409,AMD Peripheral Retina,Normal Peripheral Retina,OK,101.478,129.639,0.353337,0.605322,0.14845,0.728547,no
7:38217823-38270272,AMD Peripheral Retina,Normal Peripheral Retina,OK,17.4063,21.731,0.320149,0.603665,0.14915,0.729617,no
12:6308880-6347425,AMD Peripheral Retina,Normal Peripheral Retina,OK,29.7325,29.6498,-0.00402016,-0.0072518,0.9862,0.999533,no
3:42734154-42846023,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.7338,22.1759,0.691263,0.428677,0.1791,0.776242,no
12:6601149-6641121,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.02483,6.90885,-0.0240174,-0.00596431,0.9797,0.999533,no
12:6647540-6665239,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.10184,6.8745,0.430237,0.734008,0.0844,0.565824,no
19:46171501-46186982,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.942666,2.37163,1.33106,1.03875,0.0003,0.0186115,yes
3:52444672-52457657,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.22849,6.91042,0.149891,0.139422,0.72735,0.999533,no
3:52467068-52479101,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.751282,0.501112,-0.584222,-0.518921,0.0999,0.614564,no
3:52489133-52527087,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.7735,20.3218,0.114336,0.196445,0.53025,0.983049,no
3:52529353-52742182,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.1779,0.619644,-0.926701,-0.136147,0.3468,0.921727,no
19:50270224-50320633,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.31963,9.04533,0.305403,0.206673,0.4862,0.973279,no
12:329788-372039,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.3848,12.3675,-0.00201553,-0.00244178,0.9941,0.999533,no
X:148558520-148632055,AMD Peripheral Retina,Normal Peripheral Retina,OK,39.0587,30.8854,-0.33872,-0.467132,0.2486,0.86173,no
9:33750514-33920402,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.379323,0.395207,0.0591824,0.00898204,0.9455,0.999533,no
16:3238211-3286221,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.64907,4.51223,-0.0431023,-0.0588876,0.88665,0.999533,no
12:6896023-6929974,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.88543,3.05403,-0.677773,-1.09525,0.00595,0.134668,no
12:6976282-7032861,AMD Peripheral Retina,Normal Peripheral Retina,OK,19.1622,29.5666,0.6257,0.0961849,0.1261,0.680569,no
X:100604434-100641183,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.316233,0.209243,-0.595807,-0.379962,0.14855,0.728547,no
6:26087508-26098571,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.47164,1.10186,-0.417483,-0.414968,0.22845,0.83659,no
1:41492871-41707826,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.9075,19.5263,0.0464597,0.0730114,0.82315,0.999533,no
6:111981534-112194655,AMD Peripheral Retina,Normal Peripheral Retina,OK,34.0555,31.4491,-0.114871,-0.176618,0.65295,0.999533,no
6:143069579-143266338,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.24041,4.50443,-0.218337,-0.31128,0.30315,0.899322,no
1:171216718-171255117,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0752721,0.0320015,-1.23397,0,1,1,no
1:24069644-24104777,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.0019,11.2852,-0.204294,-0.391245,0.3364,0.917845,no
1:24117459-24122029,AMD Peripheral Retina,Normal Peripheral Retina,OK,14.606,16.1468,0.144683,0.253525,0.5045,0.97692,no
1:11821843-11908402,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.58367,6.15779,-0.300484,-0.398511,0.27295,0.87973,no
17:60704761-60770958,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.0588,1.88832,-0.695867,-0.971735,0.02205,0.294426,no
17:49230896-49249108,AMD Peripheral Retina,Normal Peripheral Retina,OK,41.811,61.9025,0.566112,0.571012,0.1657,0.753876,no
5:149569519-149669854,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.104878,0.149245,0.50897,0.161072,0.69325,0.999533,no
12:3186520-3395730,AMD Peripheral Retina,Normal Peripheral Retina,OK,14.5709,14.1075,-0.0466341,-0.0792211,0.8065,0.999533,no
14:93703895-93799438,AMD Peripheral Retina,Normal Peripheral Retina,OK,20.1717,21.5356,0.0943923,0.113132,0.69735,0.999533,no
19:3750816-3761697,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.70896,5.21882,0.945983,0.956982,0.0122,0.209495,no
17:56282802-56345879,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.86199,5.07796,0.394907,0.506864,0.1434,0.717695,no
3:43328003-43775863,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.9926,9.15521,0.0258553,0.0143524,0.97035,0.999533,no
X:8496914-8700227,AMD Peripheral Retina,Normal Peripheral Retina,OK,19.5976,16.0173,-0.29105,-0.612295,0.11665,0.654942,no
19:15464195-15529952,AMD Peripheral Retina,Normal Peripheral Retina,OK,34.5398,61.6117,0.834942,1.38771,0.0001,0.00790686,yes
17:49254785-49337524,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.3516,5.74307,0.101854,0.14619,0.72085,0.999533,no
17:49337888-49375297,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.8093,13.924,0.12038,0.207217,0.57395,0.988403,no
7:5659677-5821370,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.7414,13.8277,0.118044,0.222934,0.5724,0.988204,no
17:15879873-16256970,AMD Peripheral Retina,Normal Peripheral Retina,OK,23.9454,27.5543,0.202529,0.188517,0.6418,0.999533,no
19:797074-812327,AMD Peripheral Retina,Normal Peripheral Retina,OK,14.1921,12.8239,-0.146261,-0.20231,0.5097,0.978143,no
19:38701645-38720354,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.05817,3.07417,0.00752791,0.0088537,0.97975,0.999533,no
11:61282784-61348620,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.29703,5.41626,0.0321153,0.0535582,0.88995,0.999533,no
3:45429997-45590913,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.74803,6.01469,0.0654241,0.0973701,0.77545,0.999533,no
11:17095935-17229530,AMD Peripheral Retina,Normal Peripheral Retina,OK,24.5113,21.3675,-0.19803,-0.148819,0.57925,0.988403,no
19:44150246-44174699,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.55679,1.20916,-0.364569,-0.365505,0.3171,0.907849,no
7:36363829-36493400,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.197532,0.204948,0.0531719,0.00857506,0.9298,0.999533,no
19:15532318-15560762,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.23419,3.76386,-0.169871,-0.230293,0.4966,0.97568,no
9:125703111-125867145,AMD Peripheral Retina,Normal Peripheral Retina,OK,37.4638,35.9589,-0.0591466,-0.0774224,0.82465,0.999533,no
12:91539024-91576900,AMD Peripheral Retina,Normal Peripheral Retina,OK,31.3071,1.12637,-4.79674,-4.21464,5.00E-05,0.00446402,yes
19:46190711-46207247,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.54778,2.28067,0.55926,0.277722,0.32525,0.910915,no
19:46850250-46896238,AMD Peripheral Retina,Normal Peripheral Retina,OK,24.2591,28.328,0.223701,0.404913,0.2285,0.836646,no
2:65283499-65357240,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.7038,5.6969,-0.00174806,-0.00153565,0.99595,0.999533,no
2:39476406-39945103,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.0961,20.0607,0.148695,0.081563,0.6162,0.994859,no
19:36195428-36207940,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.00881376,0.00755575,-0.222182,0,1,1,no
19:36395302-36399197,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.28248,2.45584,-1.105,-1.14311,0.0072,0.153484,no
16:20944432-21191937,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.9472,7.8458,-0.480565,-0.718497,0.06785,0.512529,no
X:151307354-151619830,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.29322,4.84849,-0.58902,-0.940531,0.01305,0.217455,no
17:41196311-41277500,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.65719,6.33073,0.162287,0.200521,0.4712,0.969321,no
19:45882891-45982086,AMD Peripheral Retina,Normal Peripheral Retina,OK,23.5731,31.1847,0.403695,0.593145,0.1272,0.684368,no
19:35810163-35838258,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.259242,0.0691365,-1.90678,-0.589283,0.00235,0.0791898,no
3:50304989-50314977,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.51225,6.29612,-0.0486932,-0.0717854,0.85545,0.999533,no
X:21857753-21903542,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.52734,3.10091,-0.185889,-0.314182,0.4393,0.959284,no
X:49028272-49042845,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.589938,0.656254,0.153692,0.0880512,0.8187,0.999533,no
3:46477135-46526724,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.53675,0.448164,-2.50088,-2.55147,5.00E-05,0.00446402,yes
8:28457985-28613116,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.1772,17.1899,-0.0805713,-0.119185,0.7101,0.999533,no
12:100867485-100958191,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.110692,0.055096,-1.00653,0,1,1,no
6:53132195-53213947,AMD Peripheral Retina,Normal Peripheral Retina,OK,28.5915,23.7027,-0.270532,-0.526997,0.17495,0.768723,no
10:45869660-45948569,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.955179,0.661201,-0.530682,-0.442261,0.17245,0.764683,no
Y:21865750-21906825,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.35642,5.15933,0.244039,0.100895,0.6858,0.999533,no
12:54104902-54121529,AMD Peripheral Retina,Normal Peripheral Retina,OK,29.6898,26.9332,-0.140581,-0.256584,0.4771,0.970954,no
14:93651295-93695561,AMD Peripheral Retina,Normal Peripheral Retina,OK,16.3166,17.9581,0.138294,0.213515,0.5349,0.984734,no
14:50885218-51135049,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.6645,9.28966,0.100509,0.0710794,0.73075,0.999533,no
2:31456879-31492313,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.6147,10.2443,-0.051251,-0.107169,0.7947,0.999533,no
19:40476911-40487348,AMD Peripheral Retina,Normal Peripheral Retina,OK,35.8219,35.384,-0.0177447,-0.0380786,0.93015,0.999533,no
4:6576901-6625089,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.21781,5.82841,-0.308459,-0.581502,0.156,0.742179,no
3:170136652-170578169,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.26111,6.0173,-0.0573005,-0.112311,0.77135,0.999533,no
3:170136652-170578169,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.34524,1.42057,-1.23564,-0.598086,0.26605,0.873891,no
17:42396992-42402238,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.3254,12.6323,0.290927,0.497747,0.20815,0.81663,no
16:29817426-29859355,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.2458,14.5492,-0.32662,-0.280491,0.4283,0.955758,no
7:151038784-151110440,AMD Peripheral Retina,Normal Peripheral Retina,OK,27.6837,31.6089,0.191293,0.300146,0.45395,0.963027,no
6:83777384-83908651,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.1556,16.6271,0.451911,0.278684,0.21385,0.822891,no
6:83777384-83908651,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.13613,3.65319,0.22017,0.113328,0.83545,0.999533,no
2:201717731-201729422,AMD Peripheral Retina,Normal Peripheral Retina,OK,35.0283,67.9397,0.955732,1.78081,5.00E-05,0.00446402,yes
12:106751435-107283090,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.8263,3.18514,-0.264595,-0.213423,0.60165,0.991548,no
14:77253587-77292589,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.8335,11.2666,0.0565626,0.0908947,0.77025,0.999533,no
5:141323149-141369856,AMD Peripheral Retina,Normal Peripheral Retina,OK,30.8143,32.8442,0.0920376,0.165958,0.6522,0.999533,no
X:153618314-153650065,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.63724,7.15534,0.108439,0.0513731,0.84415,0.999533,no
12:31173696-31257725,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.97261,2.84634,0.529003,0.471893,0.06315,0.495986,no
12:13080659-13193613,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.0476,3.62156,-0.160454,-0.175897,0.6655,0.999533,no
12:13043715-13070871,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.585941,0.459401,-0.351001,-0.200853,0.5971,0.990436,no
X:149529688-149682448,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.779836,0.415508,-0.908293,-0.678743,0.0573,0.474785,no
11:60739114-60787849,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.334923,0.231619,-0.532072,-0.387754,0.135,0.700027,no
4:1723226-1746898,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.794068,1.09568,0.464489,0.478278,0.1494,0.730051,no
6:96806249-97003152,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.6835,21.4286,0.197772,0.393071,0.27765,0.882868,no
11:65029232-65073060,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.35938,3.49348,0.0564663,0.0643935,0.8634,0.999533,no
8:144519824-144623623,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.92421,1.59179,-0.273621,-0.339379,0.3952,0.944568,no
11:64945076-64979477,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.2898,11.1258,-0.256409,-0.357913,0.28215,0.885,no
3:132036210-132087142,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.564178,0.338359,-0.737596,-0.367629,0.182,0.780484,no
2:63348517-64054977,AMD Peripheral Retina,Normal Peripheral Retina,OK,175.76,195.893,0.156456,0.291742,0.4744,0.970417,no
4:41992488-42092474,AMD Peripheral Retina,Normal Peripheral Retina,OK,47.3128,51.5086,0.122583,0.210989,0.581,0.988419,no
1:149900542-149908791,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.12296,1.08129,-0.0545491,-0.0576486,0.86965,0.999533,no
10:101419262-101515891,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.2613,12.7757,0.0592958,0.0786702,0.8454,0.999533,no
14:91737666-91884188,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.7262,1.92533,-0.9526,-0.543981,0.2001,0.805025,no
12:42550905-42632151,AMD Peripheral Retina,Normal Peripheral Retina,OK,29.2856,36.4393,0.315301,0.401241,0.1894,0.788407,no
10:180404-300577,AMD Peripheral Retina,Normal Peripheral Retina,OK,32.1477,33.922,0.0775039,0.148429,0.6896,0.999533,no
X:48534984-48549818,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.440192,0.300993,-0.548401,-0.381153,0.2619,0.869347,no
16:89679715-89704839,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.542465,0.58937,0.119644,0.092979,0.80865,0.999533,no
22:18216905-18257536,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.02719,2.27223,0.164627,0.174471,0.6915,0.999533,no
5:138282408-138667360,AMD Peripheral Retina,Normal Peripheral Retina,OK,239.213,299.15,0.322574,0.56326,0.1373,0.705709,no
7:44552133-44580914,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.016077,0.00427615,-1.91062,0,1,1,no
17:48423452-48440499,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.98193,9.33288,0.0552979,0.109484,0.7813,0.999533,no
2:110550334-110615272,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.221104,0.122592,-0.850855,-0.418901,0.05775,0.476069,no
8:27092839-27115937,AMD Peripheral Retina,Normal Peripheral Retina,OK,14.1702,16.2135,0.194339,0.355168,0.402,0.947002,no
7:44418719-44530479,AMD Peripheral Retina,Normal Peripheral Retina,OK,43.2417,46.2811,0.0980023,0.108029,0.77345,0.999533,no
5:50668569-50690564,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.4557,11.537,-0.110543,-0.165436,0.6726,0.999533,no
3:53528682-53880417,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.98744,1.03875,-0.936073,-0.451664,0.05845,0.479227,no
6:137321107-137366298,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.52378,4.16208,-0.120225,-0.156747,0.64225,0.999533,no
1:86934050-86965972,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.00288091,0.0054414,0.917453,0,1,1,no
1:87012760-87158886,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0,0.00768494,inf,0,1,1,no
3:52529353-52742182,AMD Peripheral Retina,Normal Peripheral Retina,OK,20.7675,24.0679,0.212781,0.16029,0.59495,0.990436,no
3:130569438-131100319,AMD Peripheral Retina,Normal Peripheral Retina,OK,35.8401,39.1155,0.126165,0.144757,0.65135,0.999533,no
17:36686250-36762183,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.17901,2.02784,-0.103731,-0.148924,0.6663,0.999533,no
12:102789644-102874423,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.53562,2.22551,-0.667828,-0.639795,0.03405,0.365826,no
X:48316919-48328644,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.34916,3.07111,0.386614,0.415357,0.31905,0.909022,no
X:49019060-49024822,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.89876,2.37826,0.324847,0.332749,0.4282,0.955758,no
18:9475006-9538114,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.1201,11.157,-0.119449,-0.224755,0.54145,0.985999,no
4:71569463-71673032,AMD Peripheral Retina,Normal Peripheral Retina,OK,61.8053,75.8388,0.295204,0.506269,0.1556,0.741529,no
12:41086243-41466220,AMD Peripheral Retina,Normal Peripheral Retina,OK,41.4218,38.4692,-0.106687,-0.155196,0.60425,0.991982,no
2:219246751-219261617,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.22588,1.8929,0.626782,0.507346,0.0395,0.395245,no
3:149235021-149454501,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.6656,3.54879,-0.909406,-1.01635,0.00295,0.0897802,no
2:178092322-178408564,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.46948,3.8823,-0.203195,-0.158458,0.5516,0.986824,no
2:133066881-133076309,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0889683,0.07704,-0.207683,0,1,1,no
X:118672111-118699397,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.2231,13.0572,0.218375,0.400348,0.29155,0.890665,no
1:160085548-160113381,AMD Peripheral Retina,Normal Peripheral Retina,OK,30.4202,23.2617,-0.387076,-0.697807,0.0338,0.365085,no
2:32853098-33046118,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.11498,4.7399,-0.109871,-0.129376,0.691,0.999533,no
19:56732680-56904914,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.23954,3.60401,0.153817,0.0692272,0.7983,0.999533,no
11:124617367-124635832,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0368735,0.0629355,0.771289,0,1,1,no
11:118477154-118550399,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.11397,3.96563,-0.366893,-0.387108,0.14305,0.717177,no
2:119699741-119752236,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.215683,0.162165,-0.411444,-0.244381,0.48775,0.973648,no
20:52769987-52790512,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.0701881,0.134074,0.933736,0.514112,0.11315,0.647202,no
11:45115563-45256843,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.83318,2.35295,-0.26795,-0.251355,0.5242,0.980745,no
11:45261851-45307870,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.4157,12.498,0.262945,0.448545,0.1667,0.756094,no
8:49830248-49834299,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.559974,0.0958263,-2.54687,-2.07091,5.00E-05,0.00446402,yes
